ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V09112370,B777_5397,2024-07-06,6.0,"{'temp': '5.1°C', 'pressure': '953.7 hPa', 'vibrations': '0.23172953687478126 m/s²'}",0
V08623208,A320_6678,2024-07-06,6.3,"{'temp': '-13.7°C', 'pressure': '926.7 hPa', 'vibrations': '0.8350854744831576 m/s²'}",1
V03920383,E170_0081,2024-07-06,0.6,"{'temp': '8.6°C', 'pressure': '960.9 hPa', 'vibrations': '4.489362356626313 m/s²'}",0
V05730431,A340_4662,2024-07-06,5.6,"{'temp': '0.2°C', 'pressure': '940.2 hPa', 'vibrations': '1.86650822136464 m/s²'}",2
V06237634,B747_1460,2024-07-06,6.3,"{'temp': '5.1°C', 'pressure': '884.6 hPa', 'vibrations': '2.7507480235784296 m/s²'}",0
V07605947,A320_6493,2024-07-06,0.9,"{'temp': '5.7°C', 'pressure': '875.1 hPa', 'vibrations': '2.82044890952489 m/s²'}",0
V09699139,B767_2417,2024-07-06,6.6,"{'temp': '-12.9°C', 'pressure': '972.3 hPa', 'vibrations': '1.4244697221684932 m/s²'}",1
V00674212,A380_0710,2024-07-06,4.2,"{'temp': '-14.3°C', 'pressure': '954.2 hPa', 'vibrations': '0.7960918621151847 m/s²'}",1
V01469100,A320_2562,2024-07-06,6.1,"{'temp': '-20.2°C', 'pressure': '970.2 hPa', 'vibrations': '1.7405421776085261 m/s²'}",1
V05960743,CRJ700_1788,2024-07-06,4.3,"{'temp': '17.2°C', 'pressure': '923.6 hPa', 'vibrations': '1.6357480462429685 m/s²'}",0
V01300579,B767_5501,2024-07-06,4.4,"{'temp': '-6.6°C', 'pressure': '1036.8 hPa', 'vibrations': '2.3533260946276386 m/s²'}",0
V09169681,B757_6806,2024-07-06,4.7,"{'temp': '1.5°C', 'pressure': '982.4 hPa', 'vibrations': '2.352803811059414 m/s²'}",0
V06152098,A330_6708,2024-07-06,7.2,"{'temp': '-5.1°C', 'pressure': '967.4 hPa', 'vibrations': '1.1230345151662173 m/s²'}",0
V06915118,E175_6879,2024-07-06,6.4,"{'temp': '-17.3°C', 'pressure': '945.4 hPa', 'vibrations': '3.7847097931618032 m/s²'}",1
V04530463,B757_0375,2024-07-06,5.2,"{'temp': '-8.4°C', 'pressure': '881.2 hPa', 'vibrations': '3.8501237544459705 m/s²'}",0
V05745181,A380_6907,2024-07-06,7.1,"{'temp': '-11.0°C', 'pressure': '979.9 hPa', 'vibrations': '4.483583225537843 m/s²'}",0
V08235528,A380_3607,2024-07-06,5.8,"{'temp': '8.7°C', 'pressure': '974.2 hPa', 'vibrations': '4.869708344582444 m/s²'}",0
V03856263,B747_6800,2024-07-06,4.6,"{'temp': '-3.6°C', 'pressure': '1039.6 hPa', 'vibrations': '1.8969143641243669 m/s²'}",0
V01323573,B767_2790,2024-07-06,4.2,"{'temp': '-3.9°C', 'pressure': '980.4 hPa', 'vibrations': '0.30550063931053306 m/s²'}",2
V01348431,B737_1936,2024-07-06,5.9,"{'temp': '-1.6°C', 'pressure': '967.8 hPa', 'vibrations': '3.869986319298189 m/s²'}",0
V03089697,A380_6121,2024-07-06,4.0,"{'temp': '7.3°C', 'pressure': '944.4 hPa', 'vibrations': '4.060458392109525 m/s²'}",2
V08657051,A330_5998,2024-07-06,4.8,"{'temp': '-6.2°C', 'pressure': '897.7 hPa', 'vibrations': '2.815150666151889 m/s²'}",0
V01656909,B767_0906,2024-07-06,3.4,"{'temp': '3.2°C', 'pressure': '963.2 hPa', 'vibrations': '1.0318817766801358 m/s²'}",0
V09192515,A330_6573,2024-07-06,5.0,"{'temp': '-8.5°C', 'pressure': '852.4 hPa', 'vibrations': '3.535850887107293 m/s²'}",0
V03354513,A340_1047,2024-07-06,8.2,"{'temp': '-4.3°C', 'pressure': '828.5 hPa', 'vibrations': '1.6779468489207972 m/s²'}",0
V02476481,CRJ700_1002,2024-07-06,5.3,"{'temp': '8.9°C', 'pressure': '906.0 hPa', 'vibrations': '1.6596174310280953 m/s²'}",0
V06843633,A380_5199,2024-07-06,6.9,"{'temp': '17.5°C', 'pressure': '1106.2 hPa', 'vibrations': '2.2293201566940644 m/s²'}",0
V08682659,B757_6416,2024-07-06,0.6,"{'temp': '32.6°C', 'pressure': '953.4 hPa', 'vibrations': '4.448120021092988 m/s²'}",1
V07352149,A321_0181,2024-07-06,2.2,"{'temp': '5.3°C', 'pressure': '982.3 hPa', 'vibrations': '2.9176136045181194 m/s²'}",0
V04116817,B777_6740,2024-07-06,9.7,"{'temp': '0.4°C', 'pressure': '924.7 hPa', 'vibrations': '3.0812387332974667 m/s²'}",0
V06183953,A321_5206,2024-07-06,10.6,"{'temp': '24.4°C', 'pressure': '929.2 hPa', 'vibrations': '3.252382447631051 m/s²'}",1
V07296072,A340_3887,2024-07-06,3.4,"{'temp': '-22.2°C', 'pressure': '964.3 hPa', 'vibrations': '0.48106633368213747 m/s²'}",1
V05771436,E170_4783,2024-07-06,8.3,"{'temp': '-1.9°C', 'pressure': '917.4 hPa', 'vibrations': '1.9050488283642704 m/s²'}",0
V03609187,B747_4659,2024-07-06,6.3,"{'temp': '12.2°C', 'pressure': '1000.9 hPa', 'vibrations': '1.9778417601481397 m/s²'}",0
V00322437,B737_2262,2024-07-06,6.6,"{'temp': '0.9°C', 'pressure': '967.4 hPa', 'vibrations': '1.893433022908451 m/s²'}",0
V00903770,B767_2368,2024-07-06,2.6,"{'temp': '2.2°C', 'pressure': '952.7 hPa', 'vibrations': '1.3755372914106063 m/s²'}",0
V09659606,A350_1889,2024-07-06,0.6,"{'temp': '12.9°C', 'pressure': '1007.2 hPa', 'vibrations': '0.4540814047691316 m/s²'}",0
V01262821,B777_0908,2024-07-06,7.0,"{'temp': '5.0°C', 'pressure': '1005.6 hPa', 'vibrations': '0.18691884758476718 m/s²'}",2
V01689591,B777_3776,2024-07-06,8.3,"{'temp': '-1.5°C', 'pressure': '861.0 hPa', 'vibrations': '3.9291765785713473 m/s²'}",0
V03286119,A380_3162,2024-07-06,6.1,"{'temp': '6.2°C', 'pressure': '963.6 hPa', 'vibrations': '4.112218001178874 m/s²'}",0
V05107736,B747_4725,2024-07-06,2.0,"{'temp': '0.7°C', 'pressure': '955.6 hPa', 'vibrations': '0.8096121635126741 m/s²'}",0
V02994495,A320_1930,2024-07-06,7.1,"{'temp': '7.8°C', 'pressure': '1010.7 hPa', 'vibrations': '1.1967845840216924 m/s²'}",0
V09093066,A330_3411,2024-07-06,4.0,"{'temp': '-2.3°C', 'pressure': '970.4 hPa', 'vibrations': '1.1301529917339996 m/s²'}",0
V04459098,A321_6807,2024-07-06,3.7,"{'temp': '-8.4°C', 'pressure': '946.2 hPa', 'vibrations': '1.7181640753718486 m/s²'}",0
V07592750,B777_5963,2024-07-06,10.4,"{'temp': '-9.9°C', 'pressure': '1021.1 hPa', 'vibrations': '0.35104961160144776 m/s²'}",2
V04367248,A350_5568,2024-07-06,6.4,"{'temp': '15.0°C', 'pressure': '1066.0 hPa', 'vibrations': '1.7393033962016742 m/s²'}",0
V03601069,B737_3303,2024-07-06,5.7,"{'temp': '-0.7°C', 'pressure': '1016.2 hPa', 'vibrations': '4.264748575407475 m/s²'}",0
V09847600,E175_0620,2024-07-06,7.3,"{'temp': '-9.7°C', 'pressure': '985.0 hPa', 'vibrations': '1.7618088445926106 m/s²'}",0
V06623064,A321_4232,2024-07-06,6.3,"{'temp': '0.7°C', 'pressure': '909.2 hPa', 'vibrations': '3.922280979087776 m/s²'}",0
V09107228,A321_1458,2024-07-06,6.0,"{'temp': '20.5°C', 'pressure': '1030.2 hPa', 'vibrations': '2.082982951942035 m/s²'}",1
V01518357,B757_4595,2024-07-06,1.5,"{'temp': '0.4°C', 'pressure': '974.2 hPa', 'vibrations': '1.4823682211626188 m/s²'}",0
V06732811,A350_0441,2024-07-06,3.7,"{'temp': '-12.0°C', 'pressure': '908.1 hPa', 'vibrations': '1.0650819689674318 m/s²'}",0
V02020150,CRJ700_2863,2024-07-06,5.4,"{'temp': '-13.7°C', 'pressure': '971.3 hPa', 'vibrations': '2.4195543350598707 m/s²'}",1
V02381288,B777_5812,2024-07-06,4.1,"{'temp': '-13.3°C', 'pressure': '875.9 hPa', 'vibrations': '0.4146197597385859 m/s²'}",1
V00883275,A330_4046,2024-07-06,1.2,"{'temp': '-7.4°C', 'pressure': '912.7 hPa', 'vibrations': '2.43609843184837 m/s²'}",0
V00088054,CRJ700_0969,2024-07-06,5.0,"{'temp': '-11.5°C', 'pressure': '1034.7 hPa', 'vibrations': '4.536828437437265 m/s²'}",0
V05917251,A330_0921,2024-07-06,5.0,"{'temp': '-28.2°C', 'pressure': '933.5 hPa', 'vibrations': '4.0700666901990035 m/s²'}",1
V02033277,A320_4367,2024-07-06,3.0,"{'temp': '1.6°C', 'pressure': '985.2 hPa', 'vibrations': '4.729771476648201 m/s²'}",0
V01088722,B747_0442,2024-07-06,3.3,"{'temp': '-11.4°C', 'pressure': '927.1 hPa', 'vibrations': '4.0891850000530825 m/s²'}",0
