ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V07576376,A340_2793,2024-06-28,6.2,"{'temp': '-3.5°C', 'pressure': '1000.7 hPa', 'vibrations': '0.4463179926368682 m/s²'}",0
V01946129,B747_6297,2024-06-28,3.8,"{'temp': '-4.2°C', 'pressure': '962.2 hPa', 'vibrations': '1.5795928847021679 m/s²'}",0
V05162029,A380_2017,2024-06-28,5.3,"{'temp': '6.0°C', 'pressure': '907.2 hPa', 'vibrations': '1.0609977902983525 m/s²'}",0
V00876543,B767_2368,2024-06-28,2.2,"{'temp': '10.2°C', 'pressure': '991.8 hPa', 'vibrations': '4.611297405009277 m/s²'}",0
V08289553,B747_2846,2024-06-28,5.8,"{'temp': '11.7°C', 'pressure': '1025.7 hPa', 'vibrations': '4.141878310280563 m/s²'}",0
V03965003,B777_3944,2024-06-28,3.2,"{'temp': '-7.6°C', 'pressure': '989.5 hPa', 'vibrations': '2.05322688384197 m/s²'}",0
V09503972,A320_6493,2024-06-28,7.8,"{'temp': '2.1°C', 'pressure': '984.8 hPa', 'vibrations': '2.2064003572270092 m/s²'}",0
V01942492,A350_2804,2024-06-28,10.0,"{'temp': '5.1°C', 'pressure': '960.9 hPa', 'vibrations': '0.18469385131473837 m/s²'}",2
V02330605,B747_4725,2024-06-28,1.6,"{'temp': '-11.2°C', 'pressure': '1039.6 hPa', 'vibrations': '1.7786104339783275 m/s²'}",2
V05280764,A340_1505,2024-06-28,5.5,"{'temp': '14.4°C', 'pressure': '1040.4 hPa', 'vibrations': '0.46943804801483524 m/s²'}",0
V02859485,CRJ900_3675,2024-06-28,1.9,"{'temp': '-2.6°C', 'pressure': '982.7 hPa', 'vibrations': '3.9246169609889066 m/s²'}",0
V01202919,B767_5501,2024-06-28,8.5,"{'temp': '1.9°C', 'pressure': '937.3 hPa', 'vibrations': '4.585082823881189 m/s²'}",0
V00906130,CRJ900_6319,2024-06-28,4.6,"{'temp': '-17.4°C', 'pressure': '909.3 hPa', 'vibrations': '2.8662663212335304 m/s²'}",1
V09344315,B767_3878,2024-06-28,5.8,"{'temp': '-8.2°C', 'pressure': '917.8 hPa', 'vibrations': '1.1500643997195321 m/s²'}",0
V02134621,A320_6242,2024-06-28,0.6,"{'temp': '-8.1°C', 'pressure': '895.4 hPa', 'vibrations': '2.968379035017552 m/s²'}",0
V01113297,B777_0908,2024-06-28,2.2,"{'temp': '1.3°C', 'pressure': '923.3 hPa', 'vibrations': '3.2393141177373246 m/s²'}",0
V03600211,B737_2262,2024-06-28,2.9,"{'temp': '-3.0°C', 'pressure': '968.9 hPa', 'vibrations': '2.948571345396001 m/s²'}",0
V05229978,A320_6731,2024-06-28,8.6,"{'temp': '1.6°C', 'pressure': '863.9 hPa', 'vibrations': '0.21675206191800578 m/s²'}",0
V05859155,A321_5105,2024-06-28,8.2,"{'temp': '-9.3°C', 'pressure': '888.8 hPa', 'vibrations': '3.7550114490930753 m/s²'}",0
V05193827,E170_6246,2024-06-28,5.5,"{'temp': '-0.5°C', 'pressure': '971.4 hPa', 'vibrations': '3.0688138531751346 m/s²'}",2
V06006131,A350_4603,2024-06-28,5.6,"{'temp': '17.3°C', 'pressure': '990.5 hPa', 'vibrations': '2.9543366068673094 m/s²'}",0
