ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V02850657,B767_4217,2024-07-12,4.8,"{'temp': '3.8°C', 'pressure': '959.9 hPa', 'vibrations': '1.0227099719648147 m/s²'}",2
V04512128,A320_6924,2024-07-12,2.9,"{'temp': '9.0°C', 'pressure': '943.0 hPa', 'vibrations': '0.19996672044218622 m/s²'}",0
V02709719,B747_0472,2024-07-12,3.7,"{'temp': '5.5°C', 'pressure': '952.7 hPa', 'vibrations': '2.5960666439285998 m/s²'}",0
V04211463,A320_5229,2024-07-12,3.9,"{'temp': '22.8°C', 'pressure': '963.1 hPa', 'vibrations': '1.5632491521455543 m/s²'}",1
V06533359,E175_2977,2024-07-12,4.3,"{'temp': '-2.9°C', 'pressure': '994.9 hPa', 'vibrations': '4.898060020208164 m/s²'}",0
V03023957,E170_6353,2024-07-12,5.4,"{'temp': '5.3°C', 'pressure': '865.2 hPa', 'vibrations': '3.534376152997731 m/s²'}",0
V05605317,A321_1458,2024-07-12,9.7,"{'temp': '-12.0°C', 'pressure': '1015.6 hPa', 'vibrations': '3.1528681254847513 m/s²'}",0
V08898351,B757_6806,2024-07-12,6.8,"{'temp': '-2.9°C', 'pressure': '922.1 hPa', 'vibrations': '3.3873924157502397 m/s²'}",0
V02371848,B777_5688,2024-07-12,3.2,"{'temp': '7.7°C', 'pressure': '953.9 hPa', 'vibrations': '0.4808550774988801 m/s²'}",0
V07783248,A321_4232,2024-07-12,7.2,"{'temp': '-8.6°C', 'pressure': '998.5 hPa', 'vibrations': '2.0118151071326684 m/s²'}",0
V02683062,B737_0789,2024-07-12,6.6,"{'temp': '-15.7°C', 'pressure': '993.9 hPa', 'vibrations': '0.11912417565917155 m/s²'}",1
V03189858,CRJ700_3108,2024-07-12,3.3,"{'temp': '-1.9°C', 'pressure': '832.4 hPa', 'vibrations': '3.230511854980787 m/s²'}",0
V05692925,E175_4082,2024-07-12,2.1,"{'temp': '10.8°C', 'pressure': '981.4 hPa', 'vibrations': '0.6830771403110986 m/s²'}",0
V04467221,CRJ700_2863,2024-07-12,8.5,"{'temp': '-5.0°C', 'pressure': '967.8 hPa', 'vibrations': '1.599426098606186 m/s²'}",0
V08034402,B747_4725,2024-07-12,1.0,"{'temp': '-4.2°C', 'pressure': '944.9 hPa', 'vibrations': '0.10961595557996584 m/s²'}",0
V07187678,A350_6452,2024-07-12,0.7,"{'temp': '-1.9°C', 'pressure': '1052.9 hPa', 'vibrations': '4.901607750317688 m/s²'}",0
V08084282,CRJ900_1943,2024-07-12,6.8,"{'temp': '6.7°C', 'pressure': '960.5 hPa', 'vibrations': '4.536858364218414 m/s²'}",0
V08421222,E175_6729,2024-07-12,3.7,"{'temp': '-3.1°C', 'pressure': '975.0 hPa', 'vibrations': '1.2211932701670007 m/s²'}",0
V03620296,B747_1460,2024-07-12,7.4,"{'temp': '16.1°C', 'pressure': '936.1 hPa', 'vibrations': '2.801161593312484 m/s²'}",0
V01649275,B747_4824,2024-07-12,7.5,"{'temp': '1.7°C', 'pressure': '972.3 hPa', 'vibrations': '0.48897358822354076 m/s²'}",0
V01569487,CRJ900_3749,2024-07-12,7.3,"{'temp': '17.2°C', 'pressure': '985.3 hPa', 'vibrations': '4.260149723007911 m/s²'}",0
V09134889,A350_2804,2024-07-12,4.8,"{'temp': '18.6°C', 'pressure': '932.8 hPa', 'vibrations': '4.975525380570684 m/s²'}",0
V00276397,A321_3707,2024-07-12,3.3,"{'temp': '-1.1°C', 'pressure': '880.0 hPa', 'vibrations': '4.792215043721712 m/s²'}",0
V00649577,A350_5987,2024-07-12,5.4,"{'temp': '8.4°C', 'pressure': '1002.3 hPa', 'vibrations': '3.3015809706320254 m/s²'}",0
V03165946,A340_3614,2024-07-12,0.7,"{'temp': '-4.7°C', 'pressure': '1039.3 hPa', 'vibrations': '1.8835149715507042 m/s²'}",0
V03739040,CRJ700_3181,2024-07-12,2.3,"{'temp': '-9.5°C', 'pressure': '920.3 hPa', 'vibrations': '3.4076337878690186 m/s²'}",0
V04050397,B747_2389,2024-07-12,5.9,"{'temp': '5.5°C', 'pressure': '967.7 hPa', 'vibrations': '0.6214241144918797 m/s²'}",0
V05046379,A330_3548,2024-07-12,4.6,"{'temp': '8.1°C', 'pressure': '883.1 hPa', 'vibrations': '1.9887889519103197 m/s²'}",0
V04552055,E170_5551,2024-07-12,7.3,"{'temp': '4.1°C', 'pressure': '929.7 hPa', 'vibrations': '1.5687968136762498 m/s²'}",0
V06932834,CRJ700_1442,2024-07-12,7.3,"{'temp': '0.2°C', 'pressure': '888.8 hPa', 'vibrations': '1.1775983227681168 m/s²'}",0
V00253533,A321_1460,2024-07-12,4.3,"{'temp': '10.2°C', 'pressure': '933.6 hPa', 'vibrations': '3.0547446034416144 m/s²'}",0
V00983791,A330_3519,2024-07-12,5.3,"{'temp': '-11.3°C', 'pressure': '897.4 hPa', 'vibrations': '4.647520416386846 m/s²'}",0
V06873352,B767_3878,2024-07-12,9.3,"{'temp': '-8.2°C', 'pressure': '967.3 hPa', 'vibrations': '1.9072981512120628 m/s²'}",0
V01321059,A340_1384,2024-07-12,2.9,"{'temp': '-14.2°C', 'pressure': '941.9 hPa', 'vibrations': '3.482128918994532 m/s²'}",1
V03574651,B747_2724,2024-07-12,2.4,"{'temp': '7.2°C', 'pressure': '916.9 hPa', 'vibrations': '2.944073166549916 m/s²'}",0
V01152561,E170_6913,2024-07-12,6.9,"{'temp': '8.0°C', 'pressure': '1004.8 hPa', 'vibrations': '1.5199067148984153 m/s²'}",2
V03914268,B737_1117,2024-07-12,5.2,"{'temp': '-0.5°C', 'pressure': '921.5 hPa', 'vibrations': '0.7690678759112646 m/s²'}",0
V03871944,E170_6723,2024-07-12,7.1,"{'temp': '6.1°C', 'pressure': '936.7 hPa', 'vibrations': '2.0666735446115463 m/s²'}",0
V06760037,A380_0553,2024-07-12,2.2,"{'temp': '-1.6°C', 'pressure': '926.7 hPa', 'vibrations': '2.6913121680258407 m/s²'}",0
V04255948,B737_1256,2024-07-12,6.0,"{'temp': '-2.7°C', 'pressure': '920.9 hPa', 'vibrations': '0.12958398236857016 m/s²'}",0
V06920714,B767_0906,2024-07-12,4.3,"{'temp': '10.8°C', 'pressure': '979.8 hPa', 'vibrations': '1.3053262156861374 m/s²'}",0
V06295840,B757_4533,2024-07-12,3.2,"{'temp': '8.5°C', 'pressure': '925.2 hPa', 'vibrations': '1.7934555747291787 m/s²'}",0
V03842661,B747_6297,2024-07-12,9.3,"{'temp': '0.3°C', 'pressure': '941.5 hPa', 'vibrations': '1.586831888104655 m/s²'}",0
V02078141,B777_2912,2024-07-12,4.1,"{'temp': '-4.2°C', 'pressure': '900.1 hPa', 'vibrations': '0.6801630995680291 m/s²'}",0
V04199047,B737_2262,2024-07-12,6.4,"{'temp': '10.4°C', 'pressure': '859.8 hPa', 'vibrations': '4.451297728788704 m/s²'}",0
V02545184,A320_3521,2024-07-12,4.1,"{'temp': '-3.9°C', 'pressure': '986.4 hPa', 'vibrations': '4.978282055498036 m/s²'}",0
V01601746,A380_6283,2024-07-12,3.9,"{'temp': '-2.1°C', 'pressure': '965.2 hPa', 'vibrations': '2.0171709200539163 m/s²'}",0
V09292456,A340_6933,2024-07-12,5.8,"{'temp': '-2.2°C', 'pressure': '841.2 hPa', 'vibrations': '2.4802752727796085 m/s²'}",3
V05355960,B757_6416,2024-07-12,5.4,"{'temp': '10.3°C', 'pressure': '874.4 hPa', 'vibrations': '3.3477839987710594 m/s²'}",0
V01279058,B747_4659,2024-07-12,2.2,"{'temp': '-0.2°C', 'pressure': '896.9 hPa', 'vibrations': '4.063049711907613 m/s²'}",0
V06287602,A330_6979,2024-07-12,5.0,"{'temp': '-17.4°C', 'pressure': '922.6 hPa', 'vibrations': '0.08710524103779038 m/s²'}",1
V06370121,E175_2805,2024-07-12,6.8,"{'temp': '-12.1°C', 'pressure': '902.4 hPa', 'vibrations': '2.872212489010395 m/s²'}",1
V01437998,E170_3927,2024-07-12,2.2,"{'temp': '-15.8°C', 'pressure': '948.2 hPa', 'vibrations': '1.2351716499366183 m/s²'}",1
V04417269,A380_3607,2024-07-12,7.2,"{'temp': '1.7°C', 'pressure': '988.4 hPa', 'vibrations': '4.122022002969178 m/s²'}",0
V08755112,B767_5501,2024-07-12,4.8,"{'temp': '-12.0°C', 'pressure': '867.0 hPa', 'vibrations': '1.0359560580866782 m/s²'}",0
V06203220,A340_3214,2024-07-12,7.3,"{'temp': '8.3°C', 'pressure': '881.8 hPa', 'vibrations': '3.5755787568376665 m/s²'}",0
V05225851,A320_6678,2024-07-12,5.6,"{'temp': '-4.5°C', 'pressure': '918.5 hPa', 'vibrations': '2.4041563790810994 m/s²'}",0
V07617750,E175_5586,2024-07-12,7.2,"{'temp': '-2.6°C', 'pressure': '891.4 hPa', 'vibrations': '1.9577494033141125 m/s²'}",0
V00027872,B777_6740,2024-07-12,4.2,"{'temp': '4.4°C', 'pressure': '981.6 hPa', 'vibrations': '4.200588609736008 m/s²'}",0
V03205084,A350_6092,2024-07-12,2.8,"{'temp': '-5.9°C', 'pressure': '928.5 hPa', 'vibrations': '3.3333981095382192 m/s²'}",0
V08774390,A321_0473,2024-07-12,1.4,"{'temp': '6.9°C', 'pressure': '1034.1 hPa', 'vibrations': '4.701882427341249 m/s²'}",0
V02676189,B777_5397,2024-07-12,3.1,"{'temp': '8.6°C', 'pressure': '952.8 hPa', 'vibrations': '2.4291487174500643 m/s²'}",0
