ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V05692792,CRJ900_5500,2024-07-28,4.6,"{'temp': '-0.4°C', 'pressure': '1051.7 hPa', 'vibrations': '2.5935680405425723 m/s²'}",0
V04373942,E175_3327,2024-07-28,7.0,"{'temp': '4.4°C', 'pressure': '954.0 hPa', 'vibrations': '2.467299782999666 m/s²'}",0
V00563027,A330_0921,2024-07-28,2.7,"{'temp': '-0.6°C', 'pressure': '1027.8 hPa', 'vibrations': '2.9387687587667166 m/s²'}",0
V01382782,A350_6495,2024-07-28,5.4,"{'temp': '-16.0°C', 'pressure': '958.8 hPa', 'vibrations': '4.6929163887464735 m/s²'}",1
V07200475,A380_0710,2024-07-28,8.2,"{'temp': '4.1°C', 'pressure': '1002.7 hPa', 'vibrations': '0.6626236740582259 m/s²'}",0
V09839696,A380_0178,2024-07-28,3.0,"{'temp': '0.2°C', 'pressure': '937.9 hPa', 'vibrations': '1.5195145908111374 m/s²'}",2
V01892378,B757_1844,2024-07-28,1.8,"{'temp': '-29.1°C', 'pressure': '932.0 hPa', 'vibrations': '0.5166144463467415 m/s²'}",1
V05874922,A350_1689,2024-07-28,5.8,"{'temp': '-6.7°C', 'pressure': '837.3 hPa', 'vibrations': '3.4386568821269425 m/s²'}",0
V07253067,A350_0441,2024-07-28,4.7,"{'temp': '-1.8°C', 'pressure': '918.4 hPa', 'vibrations': '2.137577821128307 m/s²'}",0
V02145605,A330_2602,2024-07-28,5.1,"{'temp': '5.4°C', 'pressure': '1038.2 hPa', 'vibrations': '3.2527505450464878 m/s²'}",0
V00765821,A320_6731,2024-07-28,3.7,"{'temp': '1.8°C', 'pressure': '984.9 hPa', 'vibrations': '0.3431977780104334 m/s²'}",0
V01763454,CRJ900_2577,2024-07-28,2.5,"{'temp': '10.2°C', 'pressure': '957.9 hPa', 'vibrations': '2.963160367369087 m/s²'}",0
V03565226,B777_4962,2024-07-28,3.9,"{'temp': '3.8°C', 'pressure': '1074.3 hPa', 'vibrations': '0.4960821414614547 m/s²'}",0
V00197923,A330_3519,2024-07-28,3.5,"{'temp': '-8.9°C', 'pressure': '978.8 hPa', 'vibrations': '4.038955652032139 m/s²'}",0
V06118881,B757_0375,2024-07-28,3.8,"{'temp': '7.2°C', 'pressure': '983.8 hPa', 'vibrations': '0.12694737158988167 m/s²'}",0
V06075847,CRJ700_3108,2024-07-28,2.1,"{'temp': '1.9°C', 'pressure': '888.1 hPa', 'vibrations': '2.6046111712694446 m/s²'}",0
V02614181,A320_2237,2024-07-28,6.1,"{'temp': '14.6°C', 'pressure': '967.6 hPa', 'vibrations': '3.726016622824208 m/s²'}",0
V01747462,A340_4633,2024-07-28,2.7,"{'temp': '7.9°C', 'pressure': '890.0 hPa', 'vibrations': '1.7104991242755823 m/s²'}",0
V07365572,A350_0500,2024-07-28,5.2,"{'temp': '-5.1°C', 'pressure': '919.3 hPa', 'vibrations': '0.561270119438958 m/s²'}",0
V03902807,A380_6907,2024-07-28,3.4,"{'temp': '15.9°C', 'pressure': '943.5 hPa', 'vibrations': '1.7454749732187707 m/s²'}",0
V04156886,B737_2975,2024-07-28,3.8,"{'temp': '9.7°C', 'pressure': '1012.9 hPa', 'vibrations': '0.6184121318659769 m/s²'}",0
V02244299,E175_2977,2024-07-28,4.7,"{'temp': '-3.8°C', 'pressure': '1028.1 hPa', 'vibrations': '3.87304186325806 m/s²'}",0
V07794616,A330_3411,2024-07-28,8.4,"{'temp': '17.9°C', 'pressure': '960.8 hPa', 'vibrations': '3.2509662198689524 m/s²'}",0
V05576640,A350_6452,2024-07-28,3.1,"{'temp': '-9.3°C', 'pressure': '973.6 hPa', 'vibrations': '2.236054867452426 m/s²'}",0
V02386303,B747_1460,2024-07-28,4.5,"{'temp': '-18.3°C', 'pressure': '974.8 hPa', 'vibrations': '1.5655440462905972 m/s²'}",1
V06953184,A320_6678,2024-07-28,5.5,"{'temp': '-3.1°C', 'pressure': '978.6 hPa', 'vibrations': '0.9163210462465393 m/s²'}",0
V03126386,B747_5273,2024-07-28,6.8,"{'temp': '6.4°C', 'pressure': '941.7 hPa', 'vibrations': '1.1709307824775272 m/s²'}",0
V07354971,A340_3214,2024-07-28,5.0,"{'temp': '-11.5°C', 'pressure': '1051.5 hPa', 'vibrations': '2.5176749698076666 m/s²'}",0
V05517156,A380_6121,2024-07-28,4.6,"{'temp': '-7.5°C', 'pressure': '912.3 hPa', 'vibrations': '4.518933593719405 m/s²'}",0
V00274360,A350_6092,2024-07-28,9.7,"{'temp': '11.7°C', 'pressure': '984.1 hPa', 'vibrations': '3.82021989451352 m/s²'}",0
V07710821,A321_3707,2024-07-28,9.4,"{'temp': '21.1°C', 'pressure': '1012.0 hPa', 'vibrations': '2.0320229339131126 m/s²'}",1
V04154359,B757_6806,2024-07-28,2.4,"{'temp': '-11.4°C', 'pressure': '882.9 hPa', 'vibrations': '2.9697487532233464 m/s²'}",0
V04310465,A330_2982,2024-07-28,4.5,"{'temp': '15.0°C', 'pressure': '942.5 hPa', 'vibrations': '3.2249912166874415 m/s²'}",0
V06077387,A350_6305,2024-07-28,1.3,"{'temp': '-12.6°C', 'pressure': '878.8 hPa', 'vibrations': '4.268181337465866 m/s²'}",1
V08094437,A321_5206,2024-07-28,1.9,"{'temp': '11.1°C', 'pressure': '901.6 hPa', 'vibrations': '4.368020933413578 m/s²'}",0
V00765862,CRJ900_1943,2024-07-28,7.9,"{'temp': '8.3°C', 'pressure': '992.7 hPa', 'vibrations': '2.3008769830196907 m/s²'}",0
V02345311,B777_5963,2024-07-28,5.4,"{'temp': '-6.5°C', 'pressure': '964.1 hPa', 'vibrations': '2.7940932292762417 m/s²'}",0
V01319435,B777_6867,2024-07-28,6.2,"{'temp': '-0.6°C', 'pressure': '1010.1 hPa', 'vibrations': '4.18631549664998 m/s²'}",0
V05650802,CRJ700_3181,2024-07-28,4.0,"{'temp': '2.1°C', 'pressure': '1007.2 hPa', 'vibrations': '0.7096986114322468 m/s²'}",0
V07687230,B747_6297,2024-07-28,4.3,"{'temp': '12.4°C', 'pressure': '917.3 hPa', 'vibrations': '0.9845631759507273 m/s²'}",0
V05900302,A380_6283,2024-07-28,0.6,"{'temp': '8.3°C', 'pressure': '957.1 hPa', 'vibrations': '4.956463053560723 m/s²'}",0
V00685578,A321_4232,2024-07-28,4.9,"{'temp': '2.5°C', 'pressure': '983.9 hPa', 'vibrations': '4.509947468723639 m/s²'}",0
V05836723,A321_1968,2024-07-28,5.3,"{'temp': '-6.8°C', 'pressure': '904.6 hPa', 'vibrations': '1.063452008017196 m/s²'}",0
V06796961,A350_5987,2024-07-28,7.4,"{'temp': '8.0°C', 'pressure': '865.0 hPa', 'vibrations': '3.559331902249051 m/s²'}",2
V07974611,A320_2562,2024-07-28,2.7,"{'temp': '-1.2°C', 'pressure': '951.2 hPa', 'vibrations': '0.4003235052963777 m/s²'}",0
V04237735,A330_4046,2024-07-28,4.5,"{'temp': '-20.1°C', 'pressure': '843.0 hPa', 'vibrations': '0.8568231840576224 m/s²'}",1
V00673645,CRJ900_3749,2024-07-28,7.3,"{'temp': '-1.4°C', 'pressure': '940.1 hPa', 'vibrations': '0.8438184016990935 m/s²'}",0
V02536338,B737_1117,2024-07-28,7.0,"{'temp': '-6.1°C', 'pressure': '938.6 hPa', 'vibrations': '2.1889126749729315 m/s²'}",0
V04130575,A330_3548,2024-07-28,9.1,"{'temp': '20.8°C', 'pressure': '894.6 hPa', 'vibrations': '4.278653556987665 m/s²'}",1
V07518111,B747_2846,2024-07-28,2.8,"{'temp': '-10.4°C', 'pressure': '905.2 hPa', 'vibrations': '1.853508865693645 m/s²'}",0
V09296282,E175_6729,2024-07-28,5.6,"{'temp': '5.9°C', 'pressure': '913.8 hPa', 'vibrations': '0.22519217105153977 m/s²'}",0
V08218070,CRJ700_1968,2024-07-28,2.5,"{'temp': '-7.0°C', 'pressure': '896.2 hPa', 'vibrations': '1.3979310232062918 m/s²'}",0
V06816484,A320_5229,2024-07-28,10.4,"{'temp': '8.2°C', 'pressure': '920.3 hPa', 'vibrations': '2.231526895676636 m/s²'}",0
V08063291,A380_0594,2024-07-28,1.2,"{'temp': '2.7°C', 'pressure': '1007.3 hPa', 'vibrations': '4.176205061112821 m/s²'}",0
V09855046,A321_0473,2024-07-28,5.7,"{'temp': '8.2°C', 'pressure': '952.5 hPa', 'vibrations': '4.5224641632596 m/s²'}",0
V02903880,A320_4367,2024-07-28,5.5,"{'temp': '-0.1°C', 'pressure': '973.2 hPa', 'vibrations': '3.209824568300374 m/s²'}",0
V06147899,A320_2497,2024-07-28,3.8,"{'temp': '10.1°C', 'pressure': '947.0 hPa', 'vibrations': '4.66183865556942 m/s²'}",0
V00079457,E170_6246,2024-07-28,7.6,"{'temp': '-13.4°C', 'pressure': '935.1 hPa', 'vibrations': '2.0028493281759987 m/s²'}",1
V00717805,A340_4662,2024-07-28,4.7,"{'temp': '3.6°C', 'pressure': '985.7 hPa', 'vibrations': '3.941109044185734 m/s²'}",0
V00084215,B747_0442,2024-07-28,6.4,"{'temp': '6.0°C', 'pressure': '985.4 hPa', 'vibrations': '0.8938962865534011 m/s²'}",0
V08778888,A340_4021,2024-07-28,4.1,"{'temp': '-12.8°C', 'pressure': '995.0 hPa', 'vibrations': '0.22407439560369058 m/s²'}",1
V05182860,B767_4965,2024-07-28,5.0,"{'temp': '0.9°C', 'pressure': '926.8 hPa', 'vibrations': '0.6225976099196989 m/s²'}",0
V03778151,A330_6708,2024-07-28,9.2,"{'temp': '32.0°C', 'pressure': '975.8 hPa', 'vibrations': '4.3381507419046965 m/s²'}",1
V03235905,B737_2262,2024-07-28,9.4,"{'temp': '15.3°C', 'pressure': '928.6 hPa', 'vibrations': '1.7566444049189667 m/s²'}",0
V04685303,B757_4533,2024-07-28,6.6,"{'temp': '-2.1°C', 'pressure': '854.8 hPa', 'vibrations': '4.598261353551372 m/s²'}",0
V05307138,B757_6477,2024-07-28,7.4,"{'temp': '12.4°C', 'pressure': '934.7 hPa', 'vibrations': '1.4639031126083624 m/s²'}",0
V06758020,A320_1884,2024-07-28,4.6,"{'temp': '1.5°C', 'pressure': '1013.2 hPa', 'vibrations': '1.6689034207237348 m/s²'}",0
V02434187,A330_4686,2024-07-28,7.4,"{'temp': '6.2°C', 'pressure': '895.6 hPa', 'vibrations': '3.648867195884163 m/s²'}",0
V05336959,CRJ700_3699,2024-07-28,3.0,"{'temp': '7.3°C', 'pressure': '916.8 hPa', 'vibrations': '2.398293008028915 m/s²'}",0
V03490145,B747_4659,2024-07-28,8.0,"{'temp': '-2.2°C', 'pressure': '943.2 hPa', 'vibrations': '2.75504641913531 m/s²'}",0
V02501760,E175_0620,2024-07-28,5.9,"{'temp': '10.9°C', 'pressure': '848.9 hPa', 'vibrations': '0.0625569681477195 m/s²'}",0
V01376009,A321_1460,2024-07-28,3.5,"{'temp': '-4.3°C', 'pressure': '962.6 hPa', 'vibrations': '0.013069561915911576 m/s²'}",0
V05327616,A380_0415,2024-07-28,7.9,"{'temp': '24.9°C', 'pressure': '883.1 hPa', 'vibrations': '1.3542391559819 m/s²'}",1
V09329880,B747_0262,2024-07-28,3.3,"{'temp': '-3.1°C', 'pressure': '928.5 hPa', 'vibrations': '1.3941263415540073 m/s²'}",0
V05197907,A330_1199,2024-07-28,3.8,"{'temp': '-2.6°C', 'pressure': '817.3 hPa', 'vibrations': '4.609285424434157 m/s²'}",0
V00325119,B737_3303,2024-07-28,6.3,"{'temp': '3.7°C', 'pressure': '877.0 hPa', 'vibrations': '1.080569343983699 m/s²'}",0
V00707008,A321_6807,2024-07-28,10.6,"{'temp': '5.4°C', 'pressure': '978.1 hPa', 'vibrations': '2.9332617128843625 m/s²'}",0
V06849701,E170_6913,2024-07-28,4.7,"{'temp': '-3.6°C', 'pressure': '1075.8 hPa', 'vibrations': '1.8701063017413828 m/s²'}",0
V00711897,B767_4217,2024-07-28,4.0,"{'temp': '17.3°C', 'pressure': '1006.4 hPa', 'vibrations': '0.810455640737302 m/s²'}",0
V04972532,B767_2790,2024-07-28,1.7,"{'temp': '-14.6°C', 'pressure': '891.3 hPa', 'vibrations': '3.0024047391532576 m/s²'}",1
V00999589,E175_5414,2024-07-28,3.7,"{'temp': '-6.7°C', 'pressure': '1003.9 hPa', 'vibrations': '3.6991645435885525 m/s²'}",0
V00887344,A340_1384,2024-07-28,4.2,"{'temp': '-0.8°C', 'pressure': '966.5 hPa', 'vibrations': '3.3377341840168135 m/s²'}",0
V03221964,B737_3924,2024-07-28,1.3,"{'temp': '1.8°C', 'pressure': '1007.0 hPa', 'vibrations': '0.3491538300816932 m/s²'}",0
V05826903,A340_6933,2024-07-28,5.3,"{'temp': '-14.0°C', 'pressure': '973.0 hPa', 'vibrations': '3.3728869555151113 m/s²'}",1
V03726539,B777_3000,2024-07-28,4.7,"{'temp': '-7.5°C', 'pressure': '912.0 hPa', 'vibrations': '3.372704699227228 m/s²'}",0
V04421700,E175_2963,2024-07-28,4.3,"{'temp': '0.6°C', 'pressure': '972.9 hPa', 'vibrations': '2.1078271843318026 m/s²'}",0
V03227821,A320_3521,2024-07-28,8.7,"{'temp': '14.1°C', 'pressure': '1003.9 hPa', 'vibrations': '2.645887863339345 m/s²'}",0
V05299465,A330_6573,2024-07-28,5.8,"{'temp': '15.7°C', 'pressure': '901.4 hPa', 'vibrations': '3.589572750748302 m/s²'}",0
V00043023,A321_0181,2024-07-28,3.2,"{'temp': '-5.5°C', 'pressure': '1024.9 hPa', 'vibrations': '4.405788805817235 m/s²'}",0
V03532543,E175_2945,2024-07-28,3.6,"{'temp': '0.8°C', 'pressure': '954.4 hPa', 'vibrations': '3.5372026539957484 m/s²'}",0
V03358324,A330_5998,2024-07-28,8.1,"{'temp': '-4.5°C', 'pressure': '932.6 hPa', 'vibrations': '1.989005969567839 m/s²'}",0
V06813183,CRJ900_5426,2024-07-28,6.0,"{'temp': '0.9°C', 'pressure': '902.8 hPa', 'vibrations': '0.901913733010658 m/s²'}",0
V03471430,A321_3033,2024-07-28,4.6,"{'temp': '3.3°C', 'pressure': '870.5 hPa', 'vibrations': '2.1436750991960665 m/s²'}",0
V09489618,B767_5501,2024-07-28,1.3,"{'temp': '18.1°C', 'pressure': '916.1 hPa', 'vibrations': '3.983410633487767 m/s²'}",0
