ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V08468573,CRJ900_6738,2024-07-08,4.2,"{'temp': '-0.6°C', 'pressure': '950.3 hPa', 'vibrations': '4.929385607610104 m/s²'}",0
V00953797,B747_0442,2024-07-08,2.8,"{'temp': '-19.8°C', 'pressure': '955.0 hPa', 'vibrations': '2.4526168390174714 m/s²'}",1
V05811046,A350_0643,2024-07-08,6.7,"{'temp': '-7.5°C', 'pressure': '924.4 hPa', 'vibrations': '1.216823497269635 m/s²'}",0
V09602355,A320_2237,2024-07-08,1.8,"{'temp': '8.4°C', 'pressure': '871.6 hPa', 'vibrations': '4.625050990797598 m/s²'}",0
V06327531,A330_3548,2024-07-08,2.3,"{'temp': '-5.4°C', 'pressure': '996.0 hPa', 'vibrations': '3.3721055746426147 m/s²'}",0
V02705718,E170_6353,2024-07-08,3.3,"{'temp': '-6.0°C', 'pressure': '847.4 hPa', 'vibrations': '2.3301281330999806 m/s²'}",0
V05378217,A321_1968,2024-07-08,8.4,"{'temp': '6.5°C', 'pressure': '984.0 hPa', 'vibrations': '1.5667301310173631 m/s²'}",0
V05795871,B747_4659,2024-07-08,2.8,"{'temp': '5.3°C', 'pressure': '899.5 hPa', 'vibrations': '2.8616654013459515 m/s²'}",0
V03893402,A380_0594,2024-07-08,4.3,"{'temp': '-3.0°C', 'pressure': '1009.0 hPa', 'vibrations': '2.3980113996676646 m/s²'}",0
V04956846,A380_3155,2024-07-08,8.8,"{'temp': '-3.2°C', 'pressure': '968.7 hPa', 'vibrations': '3.479463015732867 m/s²'}",0
V06058361,A320_6814,2024-07-08,7.5,"{'temp': '-8.8°C', 'pressure': '879.1 hPa', 'vibrations': '2.7919702448972576 m/s²'}",0
V04945388,A330_2982,2024-07-08,0.6,"{'temp': '-4.9°C', 'pressure': '1047.6 hPa', 'vibrations': '0.4955451854267179 m/s²'}",0
V01658855,CRJ700_6943,2024-07-08,4.5,"{'temp': '0.5°C', 'pressure': '903.1 hPa', 'vibrations': '2.8564925620228445 m/s²'}",0
V06558617,A350_3976,2024-07-08,4.9,"{'temp': '2.4°C', 'pressure': '1046.3 hPa', 'vibrations': '3.4778299659220218 m/s²'}",0
V09354523,E170_3927,2024-07-08,4.3,"{'temp': '8.5°C', 'pressure': '862.6 hPa', 'vibrations': '2.5094318330372545 m/s²'}",0
V02637916,CRJ700_1968,2024-07-08,5.7,"{'temp': '3.9°C', 'pressure': '1045.1 hPa', 'vibrations': '4.543295284786987 m/s²'}",0
V07696238,A350_4603,2024-07-08,4.1,"{'temp': '19.9°C', 'pressure': '1000.1 hPa', 'vibrations': '0.13895486708983995 m/s²'}",0
V02571938,E170_0081,2024-07-08,8.0,"{'temp': '-0.6°C', 'pressure': '995.2 hPa', 'vibrations': '0.5189248759651438 m/s²'}",0
V02934063,CRJ700_1442,2024-07-08,6.3,"{'temp': '3.2°C', 'pressure': '987.2 hPa', 'vibrations': '0.9439877162387322 m/s²'}",0
V01840793,B737_5581,2024-07-08,5.6,"{'temp': '11.5°C', 'pressure': '926.4 hPa', 'vibrations': '0.5985628603180826 m/s²'}",0
V05794873,A380_3162,2024-07-08,6.6,"{'temp': '-5.4°C', 'pressure': '957.3 hPa', 'vibrations': '0.08648780176776949 m/s²'}",0
V07514208,A320_3521,2024-07-08,4.6,"{'temp': '5.0°C', 'pressure': '938.2 hPa', 'vibrations': '0.17545617140628356 m/s²'}",0
V03377461,A350_1689,2024-07-08,2.0,"{'temp': '-11.6°C', 'pressure': '985.9 hPa', 'vibrations': '4.264315142052519 m/s²'}",0
V03450577,A320_3178,2024-07-08,8.4,"{'temp': '20.0°C', 'pressure': '999.9 hPa', 'vibrations': '3.473979545147474 m/s²'}",0
V09034108,CRJ700_1002,2024-07-08,5.8,"{'temp': '7.6°C', 'pressure': '875.4 hPa', 'vibrations': '2.200736978858216 m/s²'}",0
V02696084,A340_6933,2024-07-08,5.3,"{'temp': '13.4°C', 'pressure': '948.0 hPa', 'vibrations': '0.6545246492483076 m/s²'}",0
V05774538,B747_1460,2024-07-08,4.0,"{'temp': '-8.4°C', 'pressure': '837.3 hPa', 'vibrations': '2.0114226907943977 m/s²'}",0
V02899163,A320_6242,2024-07-08,1.7,"{'temp': '-5.4°C', 'pressure': '947.2 hPa', 'vibrations': '4.4235056771643 m/s²'}",0
V09696742,B757_6477,2024-07-08,1.7,"{'temp': '-9.5°C', 'pressure': '1036.2 hPa', 'vibrations': '3.7186025059193484 m/s²'}",0
V00731450,CRJ700_0969,2024-07-08,3.9,"{'temp': '14.2°C', 'pressure': '899.1 hPa', 'vibrations': '1.5527705650817791 m/s²'}",0
V08659788,A340_6943,2024-07-08,6.5,"{'temp': '0.8°C', 'pressure': '975.4 hPa', 'vibrations': '2.028525446630737 m/s²'}",0
V03091214,A320_6731,2024-07-08,4.1,"{'temp': '4.7°C', 'pressure': '1028.0 hPa', 'vibrations': '0.23756596506921912 m/s²'}",2
V06118212,A350_6452,2024-07-08,4.1,"{'temp': '-7.6°C', 'pressure': '945.3 hPa', 'vibrations': '2.722890559394178 m/s²'}",0
V04488531,A340_3887,2024-07-08,4.5,"{'temp': '-14.5°C', 'pressure': '926.5 hPa', 'vibrations': '3.437865622329417 m/s²'}",1
V04455328,E175_6879,2024-07-08,3.7,"{'temp': '8.5°C', 'pressure': '935.7 hPa', 'vibrations': '0.7639702970012624 m/s²'}",0
V07720866,A340_1047,2024-07-08,5.0,"{'temp': '-11.8°C', 'pressure': '938.1 hPa', 'vibrations': '1.6276668063920996 m/s²'}",0
V05176783,A330_6979,2024-07-08,3.9,"{'temp': '5.4°C', 'pressure': '917.7 hPa', 'vibrations': '0.635057540918903 m/s²'}",0
V08942450,CRJ900_2577,2024-07-08,3.4,"{'temp': '0.4°C', 'pressure': '983.2 hPa', 'vibrations': '2.3565569541137377 m/s²'}",0
V07749063,B737_2262,2024-07-08,7.7,"{'temp': '-2.5°C', 'pressure': '860.5 hPa', 'vibrations': '0.6228949408152146 m/s²'}",0
V05884644,E175_5414,2024-07-08,2.7,"{'temp': '-4.5°C', 'pressure': '1033.2 hPa', 'vibrations': '0.3829793735564141 m/s²'}",0
V00287701,B777_0122,2024-07-08,1.6,"{'temp': '7.7°C', 'pressure': '865.6 hPa', 'vibrations': '2.2493688018199682 m/s²'}",0
V05812614,CRJ700_3181,2024-07-08,4.4,"{'temp': '1.4°C', 'pressure': '991.2 hPa', 'vibrations': '2.673077661113463 m/s²'}",0
V01870703,B777_4962,2024-07-08,5.6,"{'temp': '-19.0°C', 'pressure': '935.1 hPa', 'vibrations': '3.7733802226706596 m/s²'}",1
V09703597,A380_6283,2024-07-08,4.4,"{'temp': '8.4°C', 'pressure': '995.0 hPa', 'vibrations': '3.1727399505968297 m/s²'}",0
V04402669,B747_0472,2024-07-08,3.9,"{'temp': '-15.3°C', 'pressure': '868.0 hPa', 'vibrations': '0.5663646552098889 m/s²'}",1
V04396210,A340_3962,2024-07-08,2.7,"{'temp': '-10.3°C', 'pressure': '928.9 hPa', 'vibrations': '3.9748350852122654 m/s²'}",0
V09022311,E170_6723,2024-07-08,5.5,"{'temp': '9.9°C', 'pressure': '1023.8 hPa', 'vibrations': '0.7848988268010432 m/s²'}",0
V04325666,A350_5434,2024-07-08,4.7,"{'temp': '15.1°C', 'pressure': '932.5 hPa', 'vibrations': '2.881715981629628 m/s²'}",2
V01470319,A350_4789,2024-07-08,6.2,"{'temp': '25.8°C', 'pressure': '980.9 hPa', 'vibrations': '2.562290090797459 m/s²'}",1
V01268740,B757_2908,2024-07-08,5.4,"{'temp': '-10.0°C', 'pressure': '993.4 hPa', 'vibrations': '1.896659098643536 m/s²'}",0
V00521023,CRJ700_6849,2024-07-08,6.3,"{'temp': '-5.6°C', 'pressure': '1001.3 hPa', 'vibrations': '1.9951376924611353 m/s²'}",0
V05016020,A380_0553,2024-07-08,1.5,"{'temp': '17.0°C', 'pressure': '1007.2 hPa', 'vibrations': '2.0463495891961325 m/s²'}",0
V01635086,B747_4007,2024-07-08,6.3,"{'temp': '15.9°C', 'pressure': '902.7 hPa', 'vibrations': '1.3607216182510666 m/s²'}",0
V07196395,A380_6907,2024-07-08,9.4,"{'temp': '-9.7°C', 'pressure': '944.8 hPa', 'vibrations': '1.804993102733901 m/s²'}",2
V08291520,E170_3393,2024-07-08,4.0,"{'temp': '-10.2°C', 'pressure': '988.8 hPa', 'vibrations': '4.128333450237184 m/s²'}",0
V04580201,B747_1988,2024-07-08,3.3,"{'temp': '-13.1°C', 'pressure': '990.1 hPa', 'vibrations': '1.2913582554066898 m/s²'}",1
V02859642,E170_6246,2024-07-08,5.6,"{'temp': '6.0°C', 'pressure': '912.4 hPa', 'vibrations': '1.2552285905889415 m/s²'}",0
V08388572,A350_6092,2024-07-08,3.4,"{'temp': '-13.6°C', 'pressure': '928.8 hPa', 'vibrations': '4.796927087588167 m/s²'}",1
V09885463,A330_6573,2024-07-08,1.7,"{'temp': '15.6°C', 'pressure': '938.7 hPa', 'vibrations': '0.25112132146796806 m/s²'}",0
V06945386,E175_6729,2024-07-08,7.7,"{'temp': '-8.3°C', 'pressure': '892.8 hPa', 'vibrations': '3.270130173919471 m/s²'}",0
V06717272,A340_2827,2024-07-08,4.2,"{'temp': '-8.8°C', 'pressure': '932.3 hPa', 'vibrations': '4.946132591437104 m/s²'}",2
V06660507,B747_5273,2024-07-08,4.2,"{'temp': '17.9°C', 'pressure': '1009.9 hPa', 'vibrations': '2.2055803608615436 m/s²'}",0
V02218881,A380_2017,2024-07-08,1.8,"{'temp': '1.6°C', 'pressure': '1019.9 hPa', 'vibrations': '3.6818049339168257 m/s²'}",0
V00021593,A330_4046,2024-07-08,3.0,"{'temp': '6.0°C', 'pressure': '885.9 hPa', 'vibrations': '4.6869424592584386 m/s²'}",0
V03547450,E175_2945,2024-07-08,4.7,"{'temp': '5.1°C', 'pressure': '959.4 hPa', 'vibrations': '1.3407820562949457 m/s²'}",0
V09877751,A321_1460,2024-07-08,6.4,"{'temp': '0.0°C', 'pressure': '913.2 hPa', 'vibrations': '0.16402669533955583 m/s²'}",0
V06034681,A320_6678,2024-07-08,5.2,"{'temp': '-1.5°C', 'pressure': '917.2 hPa', 'vibrations': '2.460743343241853 m/s²'}",0
V01939014,B757_6416,2024-07-08,5.7,"{'temp': '-0.6°C', 'pressure': '927.9 hPa', 'vibrations': '4.921165139259956 m/s²'}",0
V08874944,A320_2562,2024-07-08,7.3,"{'temp': '-0.9°C', 'pressure': '980.5 hPa', 'vibrations': '4.8020186003830725 m/s²'}",0
V05221919,E175_4558,2024-07-08,4.3,"{'temp': '7.1°C', 'pressure': '966.9 hPa', 'vibrations': '2.8559926897149746 m/s²'}",0
V07413940,CRJ900_4821,2024-07-08,5.5,"{'temp': '12.9°C', 'pressure': '910.7 hPa', 'vibrations': '4.711336046991704 m/s²'}",0
V07744940,B747_4725,2024-07-08,6.9,"{'temp': '14.5°C', 'pressure': '988.0 hPa', 'vibrations': '1.4027037223238574 m/s²'}",0
V08681700,A340_2793,2024-07-08,5.0,"{'temp': '7.4°C', 'pressure': '938.5 hPa', 'vibrations': '3.802132614161584 m/s²'}",0
V01619819,B757_4595,2024-07-08,4.4,"{'temp': '-8.3°C', 'pressure': '929.7 hPa', 'vibrations': '4.061778770002841 m/s²'}",0
V09506440,A380_0415,2024-07-08,3.7,"{'temp': '-1.6°C', 'pressure': '909.4 hPa', 'vibrations': '4.238464572343617 m/s²'}",0
V08885009,CRJ900_5426,2024-07-08,5.1,"{'temp': '12.0°C', 'pressure': '895.6 hPa', 'vibrations': '3.9757671460461737 m/s²'}",0
V06130193,A330_5146,2024-07-08,2.9,"{'temp': '-2.5°C', 'pressure': '913.2 hPa', 'vibrations': '1.4211130952905333 m/s²'}",0
V09508719,CRJ700_3699,2024-07-08,4.4,"{'temp': '2.9°C', 'pressure': '984.7 hPa', 'vibrations': '0.9656087761473908 m/s²'}",0
V06038067,B767_4924,2024-07-08,7.9,"{'temp': '-2.7°C', 'pressure': '1033.5 hPa', 'vibrations': '3.9024387515588166 m/s²'}",0
V03635869,B737_1524,2024-07-08,4.0,"{'temp': '0.8°C', 'pressure': '997.4 hPa', 'vibrations': '1.2675104388983134 m/s²'}",0
V03875218,A321_4232,2024-07-08,6.4,"{'temp': '0.4°C', 'pressure': '881.8 hPa', 'vibrations': '1.0843695391050945 m/s²'}",0
V04077831,A350_5987,2024-07-08,0.6,"{'temp': '11.5°C', 'pressure': '986.5 hPa', 'vibrations': '3.4872431660883594 m/s²'}",0
V08459350,A380_5199,2024-07-08,5.7,"{'temp': '-0.2°C', 'pressure': '940.4 hPa', 'vibrations': '2.26904550258224 m/s²'}",0
V08191943,E175_5586,2024-07-08,3.4,"{'temp': '-11.9°C', 'pressure': '920.5 hPa', 'vibrations': '3.088020657662314 m/s²'}",0
V07744262,B737_3303,2024-07-08,4.8,"{'temp': '-3.7°C', 'pressure': '928.4 hPa', 'vibrations': '1.3377654050648276 m/s²'}",0
V04174864,A330_3411,2024-07-08,5.2,"{'temp': '-1.4°C', 'pressure': '921.5 hPa', 'vibrations': '3.155861742726148 m/s²'}",0
V09592581,B747_3165,2024-07-08,1.4,"{'temp': '-9.9°C', 'pressure': '880.1 hPa', 'vibrations': '4.021717380209498 m/s²'}",0
V01699165,B767_0906,2024-07-08,10.4,"{'temp': '-14.3°C', 'pressure': '880.3 hPa', 'vibrations': '1.915242370934425 m/s²'}",1
V03516552,B777_5688,2024-07-08,8.1,"{'temp': '2.2°C', 'pressure': '959.2 hPa', 'vibrations': '3.162281653953145 m/s²'}",0
V04281328,B757_2518,2024-07-08,2.8,"{'temp': '13.0°C', 'pressure': '905.3 hPa', 'vibrations': '4.46547261145784 m/s²'}",0
V03590265,B757_0375,2024-07-08,0.6,"{'temp': '8.5°C', 'pressure': '1010.6 hPa', 'vibrations': '4.696587809963653 m/s²'}",0
V02317028,A330_2602,2024-07-08,0.6,"{'temp': '3.5°C', 'pressure': '866.2 hPa', 'vibrations': '2.5486560572350014 m/s²'}",0
V03439948,A340_3214,2024-07-08,1.9,"{'temp': '4.4°C', 'pressure': '1001.2 hPa', 'vibrations': '2.00737870598556 m/s²'}",0
V07395827,B747_6297,2024-07-08,9.1,"{'temp': '-1.4°C', 'pressure': '970.8 hPa', 'vibrations': '3.5038012408503514 m/s²'}",0
V02260003,A320_5229,2024-07-08,0.6,"{'temp': '9.3°C', 'pressure': '963.7 hPa', 'vibrations': '1.2879643233007458 m/s²'}",0
V09851785,B777_3776,2024-07-08,5.0,"{'temp': '4.3°C', 'pressure': '995.6 hPa', 'vibrations': '0.47278044840898426 m/s²'}",0
V07035782,A380_6878,2024-07-08,8.4,"{'temp': '-8.9°C', 'pressure': '971.8 hPa', 'vibrations': '1.9262466496751345 m/s²'}",0
V06235945,A330_4686,2024-07-08,3.7,"{'temp': '-9.9°C', 'pressure': '916.4 hPa', 'vibrations': '2.1286844682561643 m/s²'}",0
V06798961,B767_4217,2024-07-08,7.6,"{'temp': '-1.2°C', 'pressure': '907.5 hPa', 'vibrations': '4.468188932721556 m/s²'}",0
V05740567,E175_2963,2024-07-08,2.7,"{'temp': '-7.1°C', 'pressure': '939.5 hPa', 'vibrations': '4.272337475365763 m/s²'}",0
V00418662,B747_6747,2024-07-08,2.8,"{'temp': '-3.7°C', 'pressure': '975.3 hPa', 'vibrations': '2.423281801991118 m/s²'}",0
V05922221,E170_1130,2024-07-08,5.1,"{'temp': '1.2°C', 'pressure': '859.7 hPa', 'vibrations': '3.422541847945358 m/s²'}",0
