ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V00441418,A330_0921,2024-07-03,8.5,"{'temp': '-10.1°C', 'pressure': '901.7 hPa', 'vibrations': '3.4054815214222156 m/s²'}",0
V09270183,E175_6879,2024-07-03,5.3,"{'temp': '-3.9°C', 'pressure': '994.3 hPa', 'vibrations': '0.658236823668506 m/s²'}",0
V06831091,A330_5998,2024-07-03,5.9,"{'temp': '-8.2°C', 'pressure': '1004.8 hPa', 'vibrations': '4.729895933141414 m/s²'}",0
V03699334,E175_6729,2024-07-03,5.6,"{'temp': '-20.6°C', 'pressure': '946.4 hPa', 'vibrations': '3.082811325193242 m/s²'}",1
V00809679,E175_0620,2024-07-03,4.0,"{'temp': '-17.2°C', 'pressure': '970.9 hPa', 'vibrations': '4.857288165001602 m/s²'}",1
V03678489,B747_6297,2024-07-03,3.9,"{'temp': '2.0°C', 'pressure': '916.0 hPa', 'vibrations': '2.3670361842919747 m/s²'}",0
V08223496,A321_1458,2024-07-03,4.9,"{'temp': '-1.4°C', 'pressure': '932.6 hPa', 'vibrations': '0.3106276289264309 m/s²'}",0
V06395652,A350_6305,2024-07-03,2.9,"{'temp': '4.7°C', 'pressure': '1023.0 hPa', 'vibrations': '0.9325967887737008 m/s²'}",0
V05460379,CRJ700_3699,2024-07-03,5.5,"{'temp': '-6.4°C', 'pressure': '981.6 hPa', 'vibrations': '0.197469355602497 m/s²'}",0
V08173792,B737_1117,2024-07-03,6.1,"{'temp': '-7.3°C', 'pressure': '1001.8 hPa', 'vibrations': '4.252749455059044 m/s²'}",2
V07446387,A380_0178,2024-07-03,7.9,"{'temp': '6.2°C', 'pressure': '932.6 hPa', 'vibrations': '2.6436458438804133 m/s²'}",0
V08766243,B767_2790,2024-07-03,6.1,"{'temp': '0.8°C', 'pressure': '962.4 hPa', 'vibrations': '0.30824553630403595 m/s²'}",0
V00667415,A340_1505,2024-07-03,4.0,"{'temp': '8.1°C', 'pressure': '1069.5 hPa', 'vibrations': '3.365648652921403 m/s²'}",0
V04419486,A380_3155,2024-07-03,0.7,"{'temp': '8.4°C', 'pressure': '844.0 hPa', 'vibrations': '1.720648058893199 m/s²'}",0
V09178375,A320_1930,2024-07-03,3.8,"{'temp': '-3.7°C', 'pressure': '944.2 hPa', 'vibrations': '2.627970187955065 m/s²'}",0
V05422820,E175_1426,2024-07-03,3.5,"{'temp': '-1.6°C', 'pressure': '934.5 hPa', 'vibrations': '0.14115615927238145 m/s²'}",0
V09386643,CRJ700_3181,2024-07-03,4.0,"{'temp': '15.5°C', 'pressure': '898.3 hPa', 'vibrations': '0.9496298241166978 m/s²'}",0
V00648842,A321_1968,2024-07-03,4.1,"{'temp': '5.5°C', 'pressure': '913.1 hPa', 'vibrations': '0.18099487074221543 m/s²'}",0
V03358038,E170_6913,2024-07-03,4.5,"{'temp': '-11.9°C', 'pressure': '957.2 hPa', 'vibrations': '1.2735392322273782 m/s²'}",0
V00715309,E175_2945,2024-07-03,8.7,"{'temp': '8.8°C', 'pressure': '912.7 hPa', 'vibrations': '0.5626587213963075 m/s²'}",0
V06335549,B777_5812,2024-07-03,4.7,"{'temp': '0.6°C', 'pressure': '988.4 hPa', 'vibrations': '4.4460855504155345 m/s²'}",0
V04963711,CRJ700_2189,2024-07-03,7.2,"{'temp': '-18.8°C', 'pressure': '885.0 hPa', 'vibrations': '1.7569659177018637 m/s²'}",1
V04311303,CRJ700_1968,2024-07-03,5.2,"{'temp': '12.3°C', 'pressure': '962.8 hPa', 'vibrations': '2.579866289168139 m/s²'}",0
V04204983,A350_1177,2024-07-03,3.5,"{'temp': '-3.4°C', 'pressure': '1048.9 hPa', 'vibrations': '1.7901202864560861 m/s²'}",0
V06045552,A330_2602,2024-07-03,9.5,"{'temp': '14.8°C', 'pressure': '775.4 hPa', 'vibrations': '1.8378905933241063 m/s²'}",0
V07472480,CRJ700_2988,2024-07-03,8.5,"{'temp': '-9.6°C', 'pressure': '923.0 hPa', 'vibrations': '1.4335482316714288 m/s²'}",0
V04841982,A350_5987,2024-07-03,3.1,"{'temp': '-15.1°C', 'pressure': '904.6 hPa', 'vibrations': '4.42384417556892 m/s²'}",1
