ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V02473682,B777_0908,2024-06-20,6.7,"{'temp': '13.5°C', 'pressure': '922.1 hPa', 'vibrations': '0.9053587211130498 m/s²'}",0
V05631809,CRJ900_4042,2024-06-20,8.1,"{'temp': '1.0°C', 'pressure': '880.4 hPa', 'vibrations': '0.19736014611742736 m/s²'}",0
V06450495,A330_4856,2024-06-20,6.5,"{'temp': '4.1°C', 'pressure': '1014.0 hPa', 'vibrations': '2.8311899269213114 m/s²'}",0
V06312512,A321_5206,2024-06-20,7.3,"{'temp': '-2.4°C', 'pressure': '922.9 hPa', 'vibrations': '2.1781501605514704 m/s²'}",2
V04411302,E170_3393,2024-06-20,8.7,"{'temp': '16.3°C', 'pressure': '855.3 hPa', 'vibrations': '1.1950475090714452 m/s²'}",0
V06392435,B777_3776,2024-06-20,4.2,"{'temp': '6.4°C', 'pressure': '860.8 hPa', 'vibrations': '2.3607880707596256 m/s²'}",0
V04287139,B757_6416,2024-06-20,7.2,"{'temp': '11.2°C', 'pressure': '991.0 hPa', 'vibrations': '0.5331982564701615 m/s²'}",0
V05564086,B747_4152,2024-06-20,5.4,"{'temp': '6.9°C', 'pressure': '1009.4 hPa', 'vibrations': '0.19926668037693218 m/s²'}",0
V05918216,CRJ700_6849,2024-06-20,7.6,"{'temp': '13.1°C', 'pressure': '1010.9 hPa', 'vibrations': '3.077808492493447 m/s²'}",0
V03183819,CRJ700_0545,2024-06-20,7.0,"{'temp': '0.5°C', 'pressure': '991.4 hPa', 'vibrations': '4.161659741690741 m/s²'}",0
V01516507,A320_6924,2024-06-20,8.5,"{'temp': '0.0°C', 'pressure': '914.4 hPa', 'vibrations': '3.2658850262360986 m/s²'}",0
V00620160,B767_0277,2024-06-20,6.4,"{'temp': '-13.0°C', 'pressure': '948.8 hPa', 'vibrations': '1.9362610422711435 m/s²'}",1
V07931598,A350_6031,2024-06-20,0.9,"{'temp': '5.8°C', 'pressure': '891.9 hPa', 'vibrations': '1.2945832148798675 m/s²'}",0
V07824146,E170_5551,2024-06-20,5.5,"{'temp': '1.0°C', 'pressure': '1057.8 hPa', 'vibrations': '3.8547447391475593 m/s²'}",0
V02764359,E170_6353,2024-06-20,6.9,"{'temp': '0.7°C', 'pressure': '867.3 hPa', 'vibrations': '2.025311088710115 m/s²'}",0
V09804394,B737_1256,2024-06-20,4.7,"{'temp': '-7.3°C', 'pressure': '907.5 hPa', 'vibrations': '1.7120751535101637 m/s²'}",0
V07441447,B767_4924,2024-06-20,7.3,"{'temp': '-7.4°C', 'pressure': '959.6 hPa', 'vibrations': '2.1356218615196414 m/s²'}",0
V08957716,E170_6723,2024-06-20,8.1,"{'temp': '-7.6°C', 'pressure': '951.6 hPa', 'vibrations': '1.3513809011398026 m/s²'}",0
V06963106,A350_5568,2024-06-20,6.5,"{'temp': '-19.0°C', 'pressure': '993.6 hPa', 'vibrations': '4.389068044197565 m/s²'}",1
V07478490,A350_1689,2024-06-20,7.8,"{'temp': '-6.2°C', 'pressure': '983.2 hPa', 'vibrations': '2.838581126953112 m/s²'}",0
V07378253,A330_3404,2024-06-20,9.2,"{'temp': '1.7°C', 'pressure': '952.5 hPa', 'vibrations': '0.18458703122669784 m/s²'}",0
V09050120,A380_6907,2024-06-20,1.2,"{'temp': '5.5°C', 'pressure': '914.1 hPa', 'vibrations': '1.4596567358153434 m/s²'}",0
V00651624,A350_5987,2024-06-20,5.8,"{'temp': '-4.1°C', 'pressure': '945.1 hPa', 'vibrations': '3.5495525656467026 m/s²'}",0
V04510512,A380_3155,2024-06-20,7.0,"{'temp': '10.3°C', 'pressure': '910.0 hPa', 'vibrations': '4.442682386221462 m/s²'}",0
