ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V09656055,A350_0500,2024-07-11,5.3,"{'temp': '8.0°C', 'pressure': '874.9 hPa', 'vibrations': '1.8929072664143332 m/s²'}",0
V09259673,B747_4007,2024-07-11,4.6,"{'temp': '35.0°C', 'pressure': '947.8 hPa', 'vibrations': '1.0218601392840472 m/s²'}",1
V04610952,A320_2562,2024-07-11,5.5,"{'temp': '-12.7°C', 'pressure': '887.2 hPa', 'vibrations': '1.4359231138984496 m/s²'}",1
V03303955,A340_3614,2024-07-11,3.0,"{'temp': '0.3°C', 'pressure': '994.8 hPa', 'vibrations': '1.4912288014320523 m/s²'}",0
V01700932,CRJ900_6738,2024-07-11,3.5,"{'temp': '7.3°C', 'pressure': '865.7 hPa', 'vibrations': '0.3138890551864393 m/s²'}",0
V01283773,B777_5812,2024-07-11,1.5,"{'temp': '-1.5°C', 'pressure': '1001.2 hPa', 'vibrations': '1.145983268512773 m/s²'}",0
V03240230,A340_6933,2024-07-11,8.7,"{'temp': '-1.8°C', 'pressure': '952.2 hPa', 'vibrations': '3.373039619019897 m/s²'}",0
V03091100,B767_4217,2024-07-11,7.2,"{'temp': '8.5°C', 'pressure': '987.1 hPa', 'vibrations': '1.1072905624065639 m/s²'}",0
V09819850,B757_6092,2024-07-11,2.5,"{'temp': '-12.6°C', 'pressure': '1029.5 hPa', 'vibrations': '4.508942248414629 m/s²'}",1
V08992450,B757_2908,2024-07-11,5.9,"{'temp': '21.7°C', 'pressure': '907.3 hPa', 'vibrations': '0.3091709342070298 m/s²'}",1
V03818731,E175_2805,2024-07-11,5.0,"{'temp': '-10.0°C', 'pressure': '1022.5 hPa', 'vibrations': '2.5453596923546122 m/s²'}",0
V05514003,B777_6740,2024-07-11,5.2,"{'temp': '-9.2°C', 'pressure': '922.7 hPa', 'vibrations': '0.8482033230625163 m/s²'}",0
V05538123,B767_4965,2024-07-11,5.9,"{'temp': '0.8°C', 'pressure': '928.6 hPa', 'vibrations': '0.20047040085518275 m/s²'}",0
V03646873,A380_6283,2024-07-11,5.3,"{'temp': '-2.0°C', 'pressure': '838.3 hPa', 'vibrations': '2.784701764571636 m/s²'}",0
V02419114,B747_4152,2024-07-11,0.6,"{'temp': '-7.0°C', 'pressure': '969.3 hPa', 'vibrations': '2.2458129707859262 m/s²'}",0
V07981738,A350_2804,2024-07-11,5.3,"{'temp': '7.5°C', 'pressure': '863.3 hPa', 'vibrations': '3.6895660895429714 m/s²'}",0
V01817463,CRJ700_6849,2024-07-11,4.3,"{'temp': '-16.3°C', 'pressure': '1006.8 hPa', 'vibrations': '0.45144034918971176 m/s²'}",1
V03416008,A320_6493,2024-07-11,8.0,"{'temp': '4.8°C', 'pressure': '1077.3 hPa', 'vibrations': '0.14170406791728096 m/s²'}",0
V05253445,CRJ900_3675,2024-07-11,8.4,"{'temp': '-8.3°C', 'pressure': '943.4 hPa', 'vibrations': '3.4494343321619376 m/s²'}",0
V00740717,B777_3000,2024-07-11,1.1,"{'temp': '6.9°C', 'pressure': '930.4 hPa', 'vibrations': '1.3415349850571583 m/s²'}",0
V07196371,A330_4856,2024-07-11,9.5,"{'temp': '-4.9°C', 'pressure': '849.1 hPa', 'vibrations': '3.866795991644028 m/s²'}",0
V07693087,CRJ700_4386,2024-07-11,5.8,"{'temp': '-3.5°C', 'pressure': '885.8 hPa', 'vibrations': '3.7597549923217537 m/s²'}",0
V06959423,A330_6708,2024-07-11,2.8,"{'temp': '-16.9°C', 'pressure': '955.5 hPa', 'vibrations': '3.351781143726083 m/s²'}",1
V07291551,A350_4039,2024-07-11,9.2,"{'temp': '-5.8°C', 'pressure': '983.9 hPa', 'vibrations': '2.984625987750112 m/s²'}",0
V08576745,A350_6902,2024-07-11,6.0,"{'temp': '-7.2°C', 'pressure': '936.0 hPa', 'vibrations': '1.8227701738555246 m/s²'}",2
V09394360,B777_4962,2024-07-11,6.4,"{'temp': '1.1°C', 'pressure': '941.7 hPa', 'vibrations': '0.4889640431079001 m/s²'}",0
V07012116,CRJ900_6319,2024-07-11,2.6,"{'temp': '-6.2°C', 'pressure': '901.2 hPa', 'vibrations': '3.3462143620230096 m/s²'}",0
V05395043,E170_5551,2024-07-11,6.8,"{'temp': '8.4°C', 'pressure': '1051.1 hPa', 'vibrations': '1.976555258317156 m/s²'}",0
V05055221,CRJ700_1968,2024-07-11,2.2,"{'temp': '2.8°C', 'pressure': '1009.2 hPa', 'vibrations': '4.879496179406729 m/s²'}",2
V05540533,B757_0697,2024-07-11,8.0,"{'temp': '14.0°C', 'pressure': '935.6 hPa', 'vibrations': '4.73622068612174 m/s²'}",0
V06136911,B767_2315,2024-07-11,2.7,"{'temp': '-2.8°C', 'pressure': '1002.8 hPa', 'vibrations': '2.778530016582609 m/s²'}",0
V01800725,A350_6495,2024-07-11,4.3,"{'temp': '-17.6°C', 'pressure': '1010.3 hPa', 'vibrations': '1.7619270581192699 m/s²'}",1
V04065851,CRJ900_1740,2024-07-11,4.7,"{'temp': '-5.9°C', 'pressure': '881.1 hPa', 'vibrations': '2.3037497095875805 m/s²'}",0
V09959738,E170_4783,2024-07-11,3.1,"{'temp': '22.9°C', 'pressure': '961.0 hPa', 'vibrations': '2.9677962248354897 m/s²'}",1
V05171631,A380_3607,2024-07-11,5.0,"{'temp': '13.3°C', 'pressure': '940.2 hPa', 'vibrations': '3.231629874752198 m/s²'}",0
V07430066,CRJ900_1943,2024-07-11,4.7,"{'temp': '-3.4°C', 'pressure': '994.2 hPa', 'vibrations': '0.31511042167486514 m/s²'}",0
V04321069,A330_3519,2024-07-11,7.2,"{'temp': '-9.1°C', 'pressure': '956.9 hPa', 'vibrations': '3.01624957300492 m/s²'}",0
V00706237,A380_2079,2024-07-11,3.8,"{'temp': '0.4°C', 'pressure': '987.4 hPa', 'vibrations': '0.5708032262307405 m/s²'}",0
V05109593,A380_4294,2024-07-11,2.9,"{'temp': '-12.7°C', 'pressure': '979.4 hPa', 'vibrations': '3.5609257484920036 m/s²'}",1
V08559656,B757_6806,2024-07-11,5.2,"{'temp': '0.1°C', 'pressure': '954.0 hPa', 'vibrations': '4.570285433258242 m/s²'}",0
V01957979,A350_0643,2024-07-11,6.7,"{'temp': '30.4°C', 'pressure': '944.4 hPa', 'vibrations': '4.800064536133832 m/s²'}",1
V05705018,A320_3178,2024-07-11,6.8,"{'temp': '-11.6°C', 'pressure': '1001.2 hPa', 'vibrations': '2.833309146900232 m/s²'}",2
V02662082,A340_2793,2024-07-11,1.8,"{'temp': '-14.4°C', 'pressure': '878.1 hPa', 'vibrations': '4.773432138222585 m/s²'}",1
V05362984,E175_5414,2024-07-11,10.0,"{'temp': '14.5°C', 'pressure': '975.1 hPa', 'vibrations': '1.3852012921630263 m/s²'}",0
V05185924,CRJ900_2577,2024-07-11,5.2,"{'temp': '-12.2°C', 'pressure': '907.1 hPa', 'vibrations': '3.3599956450492456 m/s²'}",1
V03308730,A340_1505,2024-07-11,6.7,"{'temp': '8.4°C', 'pressure': '907.8 hPa', 'vibrations': '1.0533859500385656 m/s²'}",0
V01972139,A330_6095,2024-07-11,4.4,"{'temp': '8.5°C', 'pressure': '1008.6 hPa', 'vibrations': '1.530986659980051 m/s²'}",0
V02236339,B757_2518,2024-07-11,10.4,"{'temp': '-7.1°C', 'pressure': '994.4 hPa', 'vibrations': '2.6001492094060796 m/s²'}",0
V01950598,E170_1130,2024-07-11,3.8,"{'temp': '15.6°C', 'pressure': '980.7 hPa', 'vibrations': '4.614419904554189 m/s²'}",0
V06709525,B737_4369,2024-07-11,3.3,"{'temp': '10.4°C', 'pressure': '955.6 hPa', 'vibrations': '4.573442118410621 m/s²'}",2
V05002030,B737_0940,2024-07-11,7.5,"{'temp': '7.5°C', 'pressure': '933.6 hPa', 'vibrations': '3.6328167018040673 m/s²'}",0
V05973966,A320_6678,2024-07-11,3.5,"{'temp': '7.6°C', 'pressure': '945.9 hPa', 'vibrations': '4.201165413217951 m/s²'}",0
V08280737,B747_0262,2024-07-11,6.2,"{'temp': '-3.6°C', 'pressure': '964.7 hPa', 'vibrations': '2.049015386184138 m/s²'}",0
V09941300,E170_6913,2024-07-11,5.5,"{'temp': '-5.6°C', 'pressure': '1032.2 hPa', 'vibrations': '2.847963257917333 m/s²'}",0
V08676846,A321_4232,2024-07-11,3.3,"{'temp': '-0.9°C', 'pressure': '1004.1 hPa', 'vibrations': '2.6363041283122057 m/s²'}",0
V09899885,A320_6242,2024-07-11,2.7,"{'temp': '22.7°C', 'pressure': '990.4 hPa', 'vibrations': '4.625893680747062 m/s²'}",1
V01398517,A320_5229,2024-07-11,2.6,"{'temp': '-10.4°C', 'pressure': '985.4 hPa', 'vibrations': '1.2083024203648045 m/s²'}",0
V03042380,CRJ700_6943,2024-07-11,6.7,"{'temp': '5.1°C', 'pressure': '900.7 hPa', 'vibrations': '0.5803354568098146 m/s²'}",0
V03101432,A340_3214,2024-07-11,4.2,"{'temp': '4.1°C', 'pressure': '899.8 hPa', 'vibrations': '1.22299929982512 m/s²'}",0
V01936220,CRJ700_1002,2024-07-11,4.8,"{'temp': '-2.0°C', 'pressure': '862.6 hPa', 'vibrations': '4.117865554863002 m/s²'}",0
V09565129,B777_6867,2024-07-11,3.0,"{'temp': '0.7°C', 'pressure': '1049.4 hPa', 'vibrations': '4.356311184537683 m/s²'}",0
V04917777,B767_5501,2024-07-11,7.0,"{'temp': '14.2°C', 'pressure': '1006.6 hPa', 'vibrations': '2.450979239290379 m/s²'}",0
V06250830,B767_2417,2024-07-11,3.3,"{'temp': '-9.7°C', 'pressure': '1036.0 hPa', 'vibrations': '4.861762623664319 m/s²'}",0
V03821678,CRJ700_2189,2024-07-11,5.1,"{'temp': '-0.6°C', 'pressure': '937.6 hPa', 'vibrations': '1.0606198183359272 m/s²'}",0
V08839615,B737_1117,2024-07-11,6.5,"{'temp': '-1.9°C', 'pressure': '934.5 hPa', 'vibrations': '4.432116019706212 m/s²'}",0
V09012040,B767_5422,2024-07-11,9.7,"{'temp': '7.1°C', 'pressure': '906.5 hPa', 'vibrations': '3.2736633880703936 m/s²'}",0
V04753933,B737_5581,2024-07-11,6.9,"{'temp': '-2.3°C', 'pressure': '1025.4 hPa', 'vibrations': '4.295922800915616 m/s²'}",0
V02451459,B747_2724,2024-07-11,3.2,"{'temp': '8.3°C', 'pressure': '993.4 hPa', 'vibrations': '4.380098462829343 m/s²'}",0
V02564523,B767_2803,2024-07-11,9.0,"{'temp': '10.5°C', 'pressure': '863.6 hPa', 'vibrations': '2.4370118557038474 m/s²'}",0
V07678795,A321_1460,2024-07-11,8.5,"{'temp': '10.8°C', 'pressure': '952.4 hPa', 'vibrations': '0.15777932498809877 m/s²'}",0
V02583707,CRJ900_1993,2024-07-11,3.2,"{'temp': '10.0°C', 'pressure': '906.8 hPa', 'vibrations': '0.95012693377371 m/s²'}",0
V09328458,B767_2368,2024-07-11,9.1,"{'temp': '-9.0°C', 'pressure': '990.8 hPa', 'vibrations': '2.623168905759357 m/s²'}",0
V02662137,B777_3944,2024-07-11,3.2,"{'temp': '-3.2°C', 'pressure': '1027.5 hPa', 'vibrations': '2.0325314917271364 m/s²'}",0
V00016581,B767_4924,2024-07-11,8.1,"{'temp': '0.8°C', 'pressure': '980.7 hPa', 'vibrations': '1.5448263659489248 m/s²'}",0
V08134297,A340_4940,2024-07-11,1.3,"{'temp': '-3.8°C', 'pressure': '1020.2 hPa', 'vibrations': '1.8523127866404343 m/s²'}",0
V09009056,B747_0442,2024-07-11,5.5,"{'temp': '-7.1°C', 'pressure': '949.2 hPa', 'vibrations': '0.6652768487181809 m/s²'}",0
V01745422,B737_0616,2024-07-11,2.7,"{'temp': '-19.9°C', 'pressure': '929.9 hPa', 'vibrations': '2.3813839432904818 m/s²'}",1
V04871586,CRJ900_5426,2024-07-11,2.3,"{'temp': '-7.1°C', 'pressure': '907.6 hPa', 'vibrations': '1.662823038236545 m/s²'}",0
V01849621,E170_1145,2024-07-11,5.9,"{'temp': '-14.1°C', 'pressure': '892.8 hPa', 'vibrations': '2.826891815662658 m/s²'}",1
V00180758,B747_2846,2024-07-11,6.6,"{'temp': '-3.9°C', 'pressure': '928.8 hPa', 'vibrations': '0.1542956851335714 m/s²'}",0
V01213982,CRJ700_1788,2024-07-11,6.9,"{'temp': '-9.8°C', 'pressure': '1020.2 hPa', 'vibrations': '1.1092635376299746 m/s²'}",0
V01039946,B757_0375,2024-07-11,7.0,"{'temp': '0.7°C', 'pressure': '865.9 hPa', 'vibrations': '0.7234962687492358 m/s²'}",0
V02111637,A380_0178,2024-07-11,0.7,"{'temp': '-0.8°C', 'pressure': '901.1 hPa', 'vibrations': '4.016857651501524 m/s²'}",0
V05464330,B777_5688,2024-07-11,1.0,"{'temp': '-7.0°C', 'pressure': '1021.1 hPa', 'vibrations': '2.4536074572837934 m/s²'}",0
V01379505,E175_3327,2024-07-11,5.5,"{'temp': '-3.2°C', 'pressure': '940.3 hPa', 'vibrations': '0.7033739659994309 m/s²'}",0
V04172179,E170_0081,2024-07-11,0.6,"{'temp': '-6.2°C', 'pressure': '935.6 hPa', 'vibrations': '3.982052580491291 m/s²'}",0
V08898368,A321_0181,2024-07-11,4.0,"{'temp': '5.7°C', 'pressure': '990.0 hPa', 'vibrations': '3.8241524607450543 m/s²'}",0
V06705701,B747_2389,2024-07-11,3.9,"{'temp': '-1.1°C', 'pressure': '967.8 hPa', 'vibrations': '3.499722437619151 m/s²'}",0
V08701313,A350_4603,2024-07-11,4.1,"{'temp': '4.3°C', 'pressure': '895.6 hPa', 'vibrations': '1.4168521154148872 m/s²'}",0
V01281177,E175_2963,2024-07-11,5.4,"{'temp': '12.0°C', 'pressure': '1021.5 hPa', 'vibrations': '0.0018466178418719004 m/s²'}",0
V01986916,A340_6943,2024-07-11,4.1,"{'temp': '2.8°C', 'pressure': '974.9 hPa', 'vibrations': '3.7649370530665944 m/s²'}",0
V06142867,A340_1047,2024-07-11,5.4,"{'temp': '-8.9°C', 'pressure': '887.7 hPa', 'vibrations': '3.224073790009796 m/s²'}",0
V02996727,E175_6729,2024-07-11,4.4,"{'temp': '-10.5°C', 'pressure': '963.2 hPa', 'vibrations': '1.8482151778366174 m/s²'}",0
V08694567,A350_1177,2024-07-11,5.8,"{'temp': '-0.9°C', 'pressure': '979.6 hPa', 'vibrations': '1.921135552142526 m/s²'}",0
V09824797,E175_4558,2024-07-11,7.1,"{'temp': '5.3°C', 'pressure': '937.4 hPa', 'vibrations': '0.11291956196486819 m/s²'}",0
