ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V08608535,A340_2793,2024-07-26,8.4,"{'temp': '-3.9°C', 'pressure': '945.9 hPa', 'vibrations': '4.268935960669043 m/s²'}",0
V09787665,A320_6731,2024-07-26,3.5,"{'temp': '14.9°C', 'pressure': '844.4 hPa', 'vibrations': '3.394135540595937 m/s²'}",0
V03342487,A340_1384,2024-07-26,6.5,"{'temp': '11.7°C', 'pressure': '975.7 hPa', 'vibrations': '2.9661228541285607 m/s²'}",0
V03258029,A330_5998,2024-07-26,8.1,"{'temp': '-9.1°C', 'pressure': '957.9 hPa', 'vibrations': '2.084910647538887 m/s²'}",0
V03261500,E170_1130,2024-07-26,2.5,"{'temp': '11.9°C', 'pressure': '951.0 hPa', 'vibrations': '0.46659865244786214 m/s²'}",0
V00165142,CRJ900_2577,2024-07-26,7.0,"{'temp': '9.5°C', 'pressure': '998.3 hPa', 'vibrations': '0.24529141645482588 m/s²'}",0
V08115088,E175_2963,2024-07-26,5.1,"{'temp': '2.5°C', 'pressure': '889.9 hPa', 'vibrations': '1.4448790901173085 m/s²'}",0
V09207477,B737_2975,2024-07-26,9.1,"{'temp': '17.2°C', 'pressure': '886.7 hPa', 'vibrations': '3.502140260876444 m/s²'}",0
V07809938,E170_2583,2024-07-26,2.0,"{'temp': '9.2°C', 'pressure': '948.4 hPa', 'vibrations': '4.258734822633521 m/s²'}",0
V00353773,A321_5206,2024-07-26,5.6,"{'temp': '2.2°C', 'pressure': '960.2 hPa', 'vibrations': '0.0031171907587229652 m/s²'}",0
V04384565,B737_3303,2024-07-26,0.6,"{'temp': '3.2°C', 'pressure': '979.1 hPa', 'vibrations': '3.7569691599598136 m/s²'}",0
V08138195,CRJ700_3108,2024-07-26,3.9,"{'temp': '3.9°C', 'pressure': '877.3 hPa', 'vibrations': '2.9241955114318365 m/s²'}",0
V01096944,CRJ900_3675,2024-07-26,7.4,"{'temp': '-1.2°C', 'pressure': '936.6 hPa', 'vibrations': '3.1588618036733953 m/s²'}",0
V06356301,B767_4965,2024-07-26,5.1,"{'temp': '-1.3°C', 'pressure': '879.3 hPa', 'vibrations': '3.2300451876263687 m/s²'}",0
V01924226,A380_2017,2024-07-26,5.4,"{'temp': '3.8°C', 'pressure': '976.7 hPa', 'vibrations': '3.8936443229083184 m/s²'}",0
V06492283,A320_1930,2024-07-26,3.9,"{'temp': '7.7°C', 'pressure': '867.5 hPa', 'vibrations': '1.321667741678182 m/s²'}",0
V05284948,A330_6573,2024-07-26,6.1,"{'temp': '-16.2°C', 'pressure': '972.3 hPa', 'vibrations': '1.1430384861788045 m/s²'}",1
V08835615,CRJ900_4821,2024-07-26,5.4,"{'temp': '7.5°C', 'pressure': '981.1 hPa', 'vibrations': '0.5586126295198118 m/s²'}",0
V01554383,A350_5568,2024-07-26,3.7,"{'temp': '-18.4°C', 'pressure': '920.1 hPa', 'vibrations': '3.197830284405055 m/s²'}",1
V01221378,B777_5397,2024-07-26,7.0,"{'temp': '-6.6°C', 'pressure': '994.5 hPa', 'vibrations': '4.983838883016299 m/s²'}",0
V01074225,CRJ700_1442,2024-07-26,0.8,"{'temp': '-22.3°C', 'pressure': '897.4 hPa', 'vibrations': '0.514945511350029 m/s²'}",1
V03957454,A350_4789,2024-07-26,9.6,"{'temp': '5.4°C', 'pressure': '1072.5 hPa', 'vibrations': '4.334172840893879 m/s²'}",0
V06652482,A350_3122,2024-07-26,3.9,"{'temp': '7.2°C', 'pressure': '1058.4 hPa', 'vibrations': '4.1804237677059914 m/s²'}",0
V07310924,CRJ700_1968,2024-07-26,5.8,"{'temp': '4.9°C', 'pressure': '936.5 hPa', 'vibrations': '1.1417448342218233 m/s²'}",0
V09688798,A380_6878,2024-07-26,5.9,"{'temp': '-13.3°C', 'pressure': '986.1 hPa', 'vibrations': '1.507805495550178 m/s²'}",1
V06979207,CRJ700_6849,2024-07-26,4.4,"{'temp': '3.5°C', 'pressure': '922.6 hPa', 'vibrations': '4.131387814860973 m/s²'}",0
V00891721,E170_6913,2024-07-26,0.6,"{'temp': '-11.8°C', 'pressure': '937.5 hPa', 'vibrations': '0.04075129303899028 m/s²'}",0
V02114274,A330_2982,2024-07-26,3.4,"{'temp': '4.3°C', 'pressure': '993.5 hPa', 'vibrations': '0.36259751544050867 m/s²'}",0
V00679756,A350_1889,2024-07-26,6.2,"{'temp': '21.1°C', 'pressure': '945.7 hPa', 'vibrations': '4.018585523892347 m/s²'}",1
V09765808,CRJ900_4042,2024-07-26,4.6,"{'temp': '9.5°C', 'pressure': '1006.6 hPa', 'vibrations': '2.831659757452422 m/s²'}",0
V09998039,CRJ700_1002,2024-07-26,4.6,"{'temp': '13.2°C', 'pressure': '995.6 hPa', 'vibrations': '4.424897225237767 m/s²'}",2
V03193685,B767_3878,2024-07-26,8.8,"{'temp': '-24.2°C', 'pressure': '900.3 hPa', 'vibrations': '4.500460308149722 m/s²'}",1
V02176173,A340_2827,2024-07-26,4.6,"{'temp': '8.7°C', 'pressure': '968.3 hPa', 'vibrations': '2.8933918649866195 m/s²'}",0
V01554216,E170_4215,2024-07-26,5.0,"{'temp': '7.6°C', 'pressure': '1025.4 hPa', 'vibrations': '0.9579469722147893 m/s²'}",0
V08048500,A330_1199,2024-07-26,5.2,"{'temp': '-14.4°C', 'pressure': '995.7 hPa', 'vibrations': '0.7120137171442009 m/s²'}",1
V05154839,B777_4029,2024-07-26,5.0,"{'temp': '4.6°C', 'pressure': '958.5 hPa', 'vibrations': '3.3437744633771036 m/s²'}",2
V06993795,B777_3944,2024-07-26,6.9,"{'temp': '6.3°C', 'pressure': '969.0 hPa', 'vibrations': '4.854499583746473 m/s²'}",0
V06254484,A380_5199,2024-07-26,3.7,"{'temp': '-6.6°C', 'pressure': '992.0 hPa', 'vibrations': '1.4464640510582512 m/s²'}",0
V09279702,A380_6283,2024-07-26,0.6,"{'temp': '-22.4°C', 'pressure': '937.8 hPa', 'vibrations': '3.5420098556420863 m/s²'}",1
V05154026,B737_0616,2024-07-26,3.4,"{'temp': '2.0°C', 'pressure': '904.2 hPa', 'vibrations': '0.9783563788506028 m/s²'}",0
V09949497,B767_4217,2024-07-26,4.4,"{'temp': '9.7°C', 'pressure': '995.9 hPa', 'vibrations': '3.700349635002071 m/s²'}",0
V03058840,A320_2562,2024-07-26,1.8,"{'temp': '-5.0°C', 'pressure': '909.4 hPa', 'vibrations': '3.2718901461345706 m/s²'}",0
V07247823,B757_2908,2024-07-26,7.6,"{'temp': '1.9°C', 'pressure': '898.0 hPa', 'vibrations': '2.3835544290560495 m/s²'}",0
V00090930,A340_3614,2024-07-26,5.4,"{'temp': '-3.0°C', 'pressure': '887.0 hPa', 'vibrations': '0.13954785272763504 m/s²'}",0
V00109443,CRJ900_1943,2024-07-26,8.2,"{'temp': '-8.0°C', 'pressure': '876.7 hPa', 'vibrations': '4.843618547848719 m/s²'}",0
V02021842,B747_0262,2024-07-26,3.8,"{'temp': '-1.5°C', 'pressure': '918.4 hPa', 'vibrations': '3.4240971495742043 m/s²'}",0
V01080873,A320_6814,2024-07-26,5.7,"{'temp': '8.3°C', 'pressure': '965.8 hPa', 'vibrations': '2.1096473645037217 m/s²'}",0
V02178144,A321_0181,2024-07-26,3.2,"{'temp': '-1.2°C', 'pressure': '1041.2 hPa', 'vibrations': '2.4863449722319535 m/s²'}",0
V05539942,A380_6924,2024-07-26,3.9,"{'temp': '19.3°C', 'pressure': '977.7 hPa', 'vibrations': '4.622163078782366 m/s²'}",0
V09004943,CRJ900_5500,2024-07-26,4.6,"{'temp': '3.4°C', 'pressure': '904.3 hPa', 'vibrations': '4.120504822062964 m/s²'}",0
V01064089,A320_2497,2024-07-26,5.6,"{'temp': '8.5°C', 'pressure': '915.2 hPa', 'vibrations': '0.6142450801123212 m/s²'}",0
V08135951,B747_2389,2024-07-26,4.9,"{'temp': '10.6°C', 'pressure': '938.7 hPa', 'vibrations': '0.4210121664065458 m/s²'}",0
V04069471,A380_0710,2024-07-26,3.1,"{'temp': '-13.5°C', 'pressure': '875.3 hPa', 'vibrations': '1.8968894729327945 m/s²'}",1
V05337338,B777_3000,2024-07-26,3.1,"{'temp': '2.6°C', 'pressure': '986.9 hPa', 'vibrations': '1.1702337121393862 m/s²'}",0
V09566058,B737_0940,2024-07-26,5.8,"{'temp': '7.1°C', 'pressure': '941.9 hPa', 'vibrations': '2.205359478852849 m/s²'}",0
V09745196,B747_4211,2024-07-26,7.7,"{'temp': '13.1°C', 'pressure': '955.0 hPa', 'vibrations': '1.8564723134283319 m/s²'}",0
V00349329,B747_0442,2024-07-26,1.9,"{'temp': '-27.7°C', 'pressure': '946.8 hPa', 'vibrations': '1.246857569561211 m/s²'}",1
V07175712,A350_0500,2024-07-26,8.3,"{'temp': '-5.3°C', 'pressure': '857.9 hPa', 'vibrations': '0.6797194525172257 m/s²'}",0
V01155094,B747_4007,2024-07-26,5.8,"{'temp': '-7.0°C', 'pressure': '917.2 hPa', 'vibrations': '2.5963613825551057 m/s²'}",0
V08383037,B737_5581,2024-07-26,6.7,"{'temp': '-26.5°C', 'pressure': '971.9 hPa', 'vibrations': '3.528642856856094 m/s²'}",1
V06350527,E175_6879,2024-07-26,2.2,"{'temp': '0.5°C', 'pressure': '924.7 hPa', 'vibrations': '4.549478583571376 m/s²'}",0
V08003083,B767_2368,2024-07-26,6.4,"{'temp': '12.6°C', 'pressure': '920.0 hPa', 'vibrations': '4.571805216096002 m/s²'}",0
V06988458,E175_5586,2024-07-26,0.9,"{'temp': '-18.0°C', 'pressure': '956.6 hPa', 'vibrations': '1.7010936955313793 m/s²'}",1
V06420994,CRJ700_2189,2024-07-26,7.3,"{'temp': '3.1°C', 'pressure': '1033.7 hPa', 'vibrations': '2.159951602623348 m/s²'}",0
V01414677,B757_6477,2024-07-26,1.4,"{'temp': '2.0°C', 'pressure': '953.1 hPa', 'vibrations': '0.8160972729451127 m/s²'}",0
V02030372,B747_4152,2024-07-26,5.3,"{'temp': '7.8°C', 'pressure': '986.7 hPa', 'vibrations': '3.807929397079582 m/s²'}",0
V00945610,E170_6420,2024-07-26,4.4,"{'temp': '-0.3°C', 'pressure': '888.3 hPa', 'vibrations': '1.4059436547881998 m/s²'}",2
V00751027,A330_3896,2024-07-26,5.5,"{'temp': '-4.6°C', 'pressure': '886.3 hPa', 'vibrations': '4.710789476034305 m/s²'}",0
V02992097,A350_6495,2024-07-26,4.6,"{'temp': '-14.3°C', 'pressure': '1005.7 hPa', 'vibrations': '3.287620946157022 m/s²'}",1
V02209524,A340_3214,2024-07-26,5.1,"{'temp': '-0.4°C', 'pressure': '960.9 hPa', 'vibrations': '0.03750007689937607 m/s²'}",0
V04278757,E175_3843,2024-07-26,4.2,"{'temp': '-11.3°C', 'pressure': '1000.3 hPa', 'vibrations': '0.03176690929288517 m/s²'}",0
V05853806,B767_5422,2024-07-26,7.6,"{'temp': '24.5°C', 'pressure': '1012.1 hPa', 'vibrations': '4.197830989408467 m/s²'}",1
V08191772,A330_4686,2024-07-26,2.6,"{'temp': '-11.2°C', 'pressure': '901.2 hPa', 'vibrations': '0.5028032151946993 m/s²'}",0
V00713413,A320_6493,2024-07-26,5.0,"{'temp': '9.4°C', 'pressure': '929.9 hPa', 'vibrations': '1.737434726663432 m/s²'}",0
V04957670,B767_2790,2024-07-26,3.2,"{'temp': '-36.1°C', 'pressure': '890.5 hPa', 'vibrations': '3.1370724683630833 m/s²'}",1
V04876831,A320_3178,2024-07-26,9.1,"{'temp': '4.1°C', 'pressure': '921.7 hPa', 'vibrations': '4.529844561058759 m/s²'}",0
V02641002,E175_1426,2024-07-26,5.8,"{'temp': '2.3°C', 'pressure': '832.4 hPa', 'vibrations': '0.24787015558803305 m/s²'}",0
V05282786,A350_6305,2024-07-26,3.0,"{'temp': '14.8°C', 'pressure': '949.4 hPa', 'vibrations': '1.7511248088078752 m/s²'}",0
V07516691,A350_5987,2024-07-26,3.8,"{'temp': '-0.2°C', 'pressure': '1072.1 hPa', 'vibrations': '2.7046673138051465 m/s²'}",0
V09588607,B747_2724,2024-07-26,7.0,"{'temp': '-9.1°C', 'pressure': '933.0 hPa', 'vibrations': '2.1604971353605675 m/s²'}",0
V02229585,B757_2518,2024-07-26,0.6,"{'temp': '-7.1°C', 'pressure': '978.1 hPa', 'vibrations': '2.333857479605655 m/s²'}",0
V01579221,A380_0594,2024-07-26,2.1,"{'temp': '-13.2°C', 'pressure': '910.7 hPa', 'vibrations': '1.1988448547092707 m/s²'}",1
V04131657,B777_3776,2024-07-26,3.4,"{'temp': '-5.8°C', 'pressure': '1006.0 hPa', 'vibrations': '2.0930881786862923 m/s²'}",0
V00757168,A330_3548,2024-07-26,4.4,"{'temp': '11.9°C', 'pressure': '880.1 hPa', 'vibrations': '3.5770953755733013 m/s²'}",0
V04027863,E175_6729,2024-07-26,2.2,"{'temp': '-8.6°C', 'pressure': '950.5 hPa', 'vibrations': '1.5099179771467446 m/s²'}",0
V09862155,E175_2945,2024-07-26,3.2,"{'temp': '8.3°C', 'pressure': '934.7 hPa', 'vibrations': '3.519680869074456 m/s²'}",0
V08329707,B737_3924,2024-07-26,0.6,"{'temp': '6.9°C', 'pressure': '1010.2 hPa', 'vibrations': '3.550944232728202 m/s²'}",0
V06780126,B777_6740,2024-07-26,6.4,"{'temp': '-5.8°C', 'pressure': '974.8 hPa', 'vibrations': '4.935123417108484 m/s²'}",0
V06133662,A380_0415,2024-07-26,11.9,"{'temp': '-2.5°C', 'pressure': '926.4 hPa', 'vibrations': '0.017544163638837373 m/s²'}",1
V04552652,CRJ900_6319,2024-07-26,4.9,"{'temp': '-7.4°C', 'pressure': '949.7 hPa', 'vibrations': '2.6709437432448597 m/s²'}",0
V04334352,CRJ700_4386,2024-07-26,7.6,"{'temp': '2.6°C', 'pressure': '1019.8 hPa', 'vibrations': '2.875610992985909 m/s²'}",0
V00296249,A340_4021,2024-07-26,3.7,"{'temp': '-1.0°C', 'pressure': '909.8 hPa', 'vibrations': '2.529458318239759 m/s²'}",0
V03665068,E170_0081,2024-07-26,3.0,"{'temp': '10.6°C', 'pressure': '847.8 hPa', 'vibrations': '2.58685285496022 m/s²'}",2
V06999739,CRJ700_1788,2024-07-26,6.8,"{'temp': '0.4°C', 'pressure': '1068.8 hPa', 'vibrations': '2.4376961773763077 m/s²'}",2
V07938441,A380_3162,2024-07-26,6.4,"{'temp': '1.2°C', 'pressure': '995.9 hPa', 'vibrations': '1.4587329490863583 m/s²'}",0
V05193545,A380_0178,2024-07-26,7.2,"{'temp': '7.0°C', 'pressure': '933.6 hPa', 'vibrations': '4.824480660617857 m/s²'}",0
V07403773,A320_3521,2024-07-26,2.4,"{'temp': '10.3°C', 'pressure': '929.6 hPa', 'vibrations': '2.491111816611842 m/s²'}",0
V01393695,A350_6031,2024-07-26,7.3,"{'temp': '-0.7°C', 'pressure': '943.2 hPa', 'vibrations': '2.5961254589851857 m/s²'}",0
V06223070,A320_2237,2024-07-26,7.1,"{'temp': '8.8°C', 'pressure': '959.2 hPa', 'vibrations': '1.7419247714840629 m/s²'}",0
V09611273,B737_4369,2024-07-26,6.8,"{'temp': '5.4°C', 'pressure': '995.0 hPa', 'vibrations': '0.0482181859949965 m/s²'}",0
V07237255,A350_6452,2024-07-26,2.3,"{'temp': '-0.3°C', 'pressure': '901.8 hPa', 'vibrations': '0.6169182804320628 m/s²'}",0
V07788876,B757_1844,2024-07-26,2.4,"{'temp': '9.8°C', 'pressure': '890.2 hPa', 'vibrations': '4.671353726749495 m/s²'}",0
V09644653,CRJ700_0969,2024-07-26,4.1,"{'temp': '3.5°C', 'pressure': '933.7 hPa', 'vibrations': '4.518381958947019 m/s²'}",2
V01402654,A340_1047,2024-07-26,6.2,"{'temp': '-22.5°C', 'pressure': '888.4 hPa', 'vibrations': '0.7363217130847299 m/s²'}",1
V08262530,A320_6678,2024-07-26,6.4,"{'temp': '-4.5°C', 'pressure': '940.1 hPa', 'vibrations': '0.7471459135102848 m/s²'}",0
V04820495,A321_6807,2024-07-26,4.6,"{'temp': '-8.2°C', 'pressure': '948.3 hPa', 'vibrations': '0.06466574012674808 m/s²'}",0
V01699359,E175_3327,2024-07-26,3.0,"{'temp': '-8.4°C', 'pressure': '898.9 hPa', 'vibrations': '1.8631309287351576 m/s²'}",0
V04673655,A330_2602,2024-07-26,2.0,"{'temp': '-0.6°C', 'pressure': '1040.3 hPa', 'vibrations': '2.8686683994401436 m/s²'}",0
V08645786,E175_2977,2024-07-26,5.2,"{'temp': '2.7°C', 'pressure': '917.7 hPa', 'vibrations': '2.528731446844072 m/s²'}",0
V04041143,A321_3033,2024-07-26,5.0,"{'temp': '-10.6°C', 'pressure': '922.0 hPa', 'vibrations': '3.5007110079539236 m/s²'}",0
V05226917,CRJ700_3181,2024-07-26,4.6,"{'temp': '3.1°C', 'pressure': '867.7 hPa', 'vibrations': '2.5021625156171923 m/s²'}",0
V00572117,A340_1505,2024-07-26,8.2,"{'temp': '-2.1°C', 'pressure': '923.8 hPa', 'vibrations': '3.876624930079351 m/s²'}",0
V05349312,A330_3519,2024-07-26,4.8,"{'temp': '-2.4°C', 'pressure': '972.3 hPa', 'vibrations': '2.4752168244295247 m/s²'}",0
