ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V02549348,B757_0375,2024-06-26,5.1,"{'temp': '4.2°C', 'pressure': '889.2 hPa', 'vibrations': '4.760132763921637 m/s²'}",0
V09256741,A350_2804,2024-06-26,4.9,"{'temp': '6.5°C', 'pressure': '1049.6 hPa', 'vibrations': '2.3061216527227146 m/s²'}",0
V03881924,A320_1884,2024-06-26,6.1,"{'temp': '9.2°C', 'pressure': '935.6 hPa', 'vibrations': '4.323682300492299 m/s²'}",0
V03446429,B757_4595,2024-06-26,5.9,"{'temp': '6.4°C', 'pressure': '940.7 hPa', 'vibrations': '4.838027769166935 m/s²'}",0
V00455773,B747_1460,2024-06-26,8.5,"{'temp': '-4.9°C', 'pressure': '917.2 hPa', 'vibrations': '4.757795451908755 m/s²'}",0
V04453083,E170_6913,2024-06-26,2.3,"{'temp': '6.1°C', 'pressure': '880.6 hPa', 'vibrations': '3.937727240500721 m/s²'}",0
V01561422,A350_6495,2024-06-26,0.6,"{'temp': '-18.5°C', 'pressure': '979.3 hPa', 'vibrations': '1.6656722715266374 m/s²'}",1
V02117564,B747_3165,2024-06-26,8.3,"{'temp': '-3.6°C', 'pressure': '927.1 hPa', 'vibrations': '4.029927924209034 m/s²'}",0
V07401061,E170_4783,2024-06-26,2.9,"{'temp': '6.2°C', 'pressure': '989.5 hPa', 'vibrations': '4.910844072562091 m/s²'}",0
V04593946,B747_4725,2024-06-26,8.5,"{'temp': '6.4°C', 'pressure': '921.5 hPa', 'vibrations': '1.9383172407606035 m/s²'}",0
V04255224,CRJ700_1788,2024-06-26,3.2,"{'temp': '1.3°C', 'pressure': '917.8 hPa', 'vibrations': '1.2618645066605398 m/s²'}",0
V09005184,CRJ700_2988,2024-06-26,4.8,"{'temp': '-10.2°C', 'pressure': '939.7 hPa', 'vibrations': '3.1196377758302667 m/s²'}",0
V08686202,E170_6246,2024-06-26,5.4,"{'temp': '-10.7°C', 'pressure': '971.9 hPa', 'vibrations': '3.9822201349565094 m/s²'}",0
V06273757,E170_3927,2024-06-26,9.0,"{'temp': '-14.6°C', 'pressure': '898.9 hPa', 'vibrations': '0.9331084843808846 m/s²'}",1
V08442030,A321_1458,2024-06-26,3.2,"{'temp': '4.9°C', 'pressure': '986.1 hPa', 'vibrations': '3.300444219297037 m/s²'}",0
V06829867,E175_2977,2024-06-26,5.5,"{'temp': '-3.1°C', 'pressure': '889.4 hPa', 'vibrations': '4.500048498091335 m/s²'}",0
V06027099,A320_6731,2024-06-26,2.1,"{'temp': '-1.0°C', 'pressure': '962.4 hPa', 'vibrations': '4.2257243258063335 m/s²'}",0
V00462187,A340_3214,2024-06-26,4.6,"{'temp': '-0.6°C', 'pressure': '938.8 hPa', 'vibrations': '3.121820185626617 m/s²'}",0
V08370599,A380_6878,2024-06-26,3.9,"{'temp': '-9.4°C', 'pressure': '999.7 hPa', 'vibrations': '2.0183654311638377 m/s²'}",0
V00124516,CRJ700_1002,2024-06-26,2.6,"{'temp': '-3.6°C', 'pressure': '950.9 hPa', 'vibrations': '3.1883455118944797 m/s²'}",0
V08482175,B737_3924,2024-06-26,1.6,"{'temp': '-3.1°C', 'pressure': '1037.0 hPa', 'vibrations': '0.8055467524270921 m/s²'}",0
V04964128,A380_0594,2024-06-26,7.7,"{'temp': '-5.2°C', 'pressure': '973.1 hPa', 'vibrations': '3.124998210522008 m/s²'}",0
V06676471,B747_6297,2024-06-26,1.9,"{'temp': '-5.9°C', 'pressure': '966.0 hPa', 'vibrations': '2.7780115132978933 m/s²'}",0
V09326622,A330_3411,2024-06-26,6.4,"{'temp': '-18.5°C', 'pressure': '953.0 hPa', 'vibrations': '4.682442395225533 m/s²'}",1
V06048483,B737_2975,2024-06-26,7.9,"{'temp': '3.3°C', 'pressure': '1008.3 hPa', 'vibrations': '2.06801152363937 m/s²'}",2
V08874378,A321_1968,2024-06-26,5.6,"{'temp': '-23.6°C', 'pressure': '933.5 hPa', 'vibrations': '3.252497299249552 m/s²'}",1
V04550280,A340_2827,2024-06-26,2.8,"{'temp': '-3.5°C', 'pressure': '950.0 hPa', 'vibrations': '3.7582927300519824 m/s²'}",0
V09327898,A380_6283,2024-06-26,5.8,"{'temp': '-4.5°C', 'pressure': '1029.9 hPa', 'vibrations': '2.5329579565973424 m/s²'}",0
V08512698,CRJ900_5426,2024-06-26,3.7,"{'temp': '7.1°C', 'pressure': '926.3 hPa', 'vibrations': '2.5584813569279157 m/s²'}",0
V02877353,A350_0500,2024-06-26,11.2,"{'temp': '-33.8°C', 'pressure': '1029.9 hPa', 'vibrations': '2.984883662857778 m/s²'}",1
V03460280,CRJ700_2189,2024-06-26,3.8,"{'temp': '0.0°C', 'pressure': '953.8 hPa', 'vibrations': '0.05555782884987204 m/s²'}",0
V02302057,A330_4046,2024-06-26,8.9,"{'temp': '-22.3°C', 'pressure': '969.5 hPa', 'vibrations': '1.7182150472407465 m/s²'}",1
V02255663,E170_6723,2024-06-26,6.2,"{'temp': '-8.7°C', 'pressure': '947.4 hPa', 'vibrations': '0.1196942386723987 m/s²'}",0
V05817751,CRJ900_2577,2024-06-26,1.6,"{'temp': '-12.1°C', 'pressure': '928.4 hPa', 'vibrations': '4.911138745591563 m/s²'}",1
V09492833,A380_3155,2024-06-26,7.9,"{'temp': '8.1°C', 'pressure': '947.2 hPa', 'vibrations': '3.9078605055966302 m/s²'}",0
V05901606,A350_3976,2024-06-26,1.0,"{'temp': '3.7°C', 'pressure': '959.3 hPa', 'vibrations': '4.921833025390302 m/s²'}",0
V07879258,B747_0262,2024-06-26,5.9,"{'temp': '0.9°C', 'pressure': '1013.6 hPa', 'vibrations': '0.22196088929247626 m/s²'}",0
V06229462,B747_5273,2024-06-26,5.5,"{'temp': '10.6°C', 'pressure': '1048.5 hPa', 'vibrations': '2.098628471413221 m/s²'}",0
V02129093,A321_5105,2024-06-26,7.8,"{'temp': '-1.5°C', 'pressure': '956.6 hPa', 'vibrations': '2.744476434472363 m/s²'}",0
V00841352,B777_6867,2024-06-26,2.9,"{'temp': '2.7°C', 'pressure': '931.9 hPa', 'vibrations': '0.5229025673643334 m/s²'}",0
V03060525,A321_0473,2024-06-26,2.3,"{'temp': '-27.0°C', 'pressure': '880.3 hPa', 'vibrations': '3.8080658059339334 m/s²'}",1
V09752510,B737_1936,2024-06-26,8.0,"{'temp': '-2.9°C', 'pressure': '981.0 hPa', 'vibrations': '2.7772455655012926 m/s²'}",0
V06618523,B757_1844,2024-06-26,7.2,"{'temp': '-6.4°C', 'pressure': '922.3 hPa', 'vibrations': '4.944711235035095 m/s²'}",0
V00656922,E170_2583,2024-06-26,6.4,"{'temp': '4.8°C', 'pressure': '851.9 hPa', 'vibrations': '0.4551655021162132 m/s²'}",0
V01416593,B737_1256,2024-06-26,6.8,"{'temp': '10.5°C', 'pressure': '1032.3 hPa', 'vibrations': '1.6522880082283076 m/s²'}",0
V05584835,B757_6477,2024-06-26,5.4,"{'temp': '-4.7°C', 'pressure': '1001.9 hPa', 'vibrations': '4.557514348576024 m/s²'}",0
V08596328,B747_6800,2024-06-26,3.2,"{'temp': '2.8°C', 'pressure': '955.7 hPa', 'vibrations': '4.394311802452836 m/s²'}",0
V03858713,E175_3843,2024-06-26,6.3,"{'temp': '-13.5°C', 'pressure': '983.5 hPa', 'vibrations': '2.1506486307454997 m/s²'}",1
V04232824,B777_6740,2024-06-26,6.5,"{'temp': '-19.2°C', 'pressure': '995.3 hPa', 'vibrations': '1.2844399020025743 m/s²'}",1
V07656811,E175_0620,2024-06-26,6.9,"{'temp': '-15.6°C', 'pressure': '1029.2 hPa', 'vibrations': '3.6692631852681097 m/s²'}",1
V09982930,A330_6573,2024-06-26,3.2,"{'temp': '-4.4°C', 'pressure': '1009.7 hPa', 'vibrations': '3.1691340679455022 m/s²'}",0
V07402008,CRJ900_1943,2024-06-26,5.1,"{'temp': '-0.8°C', 'pressure': '957.5 hPa', 'vibrations': '3.772092281551352 m/s²'}",0
V08136644,E175_3327,2024-06-26,2.8,"{'temp': '7.9°C', 'pressure': '958.1 hPa', 'vibrations': '3.00545284825104 m/s²'}",0
V06378543,A330_2602,2024-06-26,7.0,"{'temp': '-5.4°C', 'pressure': '975.7 hPa', 'vibrations': '1.794895664445647 m/s²'}",0
V06916165,A380_2017,2024-06-26,3.6,"{'temp': '-7.9°C', 'pressure': '1016.1 hPa', 'vibrations': '4.493760903155919 m/s²'}",0
V04636781,E175_6879,2024-06-26,2.7,"{'temp': '13.3°C', 'pressure': '985.9 hPa', 'vibrations': '0.7839118916419996 m/s²'}",0
V08354665,A350_1177,2024-06-26,0.6,"{'temp': '8.2°C', 'pressure': '926.1 hPa', 'vibrations': '0.023197756682962756 m/s²'}",0
V09996292,A380_0710,2024-06-26,5.5,"{'temp': '0.4°C', 'pressure': '987.0 hPa', 'vibrations': '1.673206710211732 m/s²'}",0
V05973022,A330_0921,2024-06-26,6.1,"{'temp': '-7.2°C', 'pressure': '973.3 hPa', 'vibrations': '1.719494348676065 m/s²'}",0
V05055577,A350_4789,2024-06-26,5.5,"{'temp': '-20.4°C', 'pressure': '868.0 hPa', 'vibrations': '4.643473546553933 m/s²'}",1
V08751257,A330_1199,2024-06-26,6.0,"{'temp': '-2.0°C', 'pressure': '923.0 hPa', 'vibrations': '0.21960275826712283 m/s²'}",0
V01786373,A380_3162,2024-06-26,8.0,"{'temp': '11.4°C', 'pressure': '929.3 hPa', 'vibrations': '1.2440570239481563 m/s²'}",0
V08138234,A320_4367,2024-06-26,4.1,"{'temp': '-17.9°C', 'pressure': '928.9 hPa', 'vibrations': '4.048637654425409 m/s²'}",1
V01803355,A340_4662,2024-06-26,5.9,"{'temp': '-11.0°C', 'pressure': '1006.0 hPa', 'vibrations': '3.12204336908602 m/s²'}",0
V01715549,A330_3519,2024-06-26,5.9,"{'temp': '5.6°C', 'pressure': '997.9 hPa', 'vibrations': '0.49703887869579855 m/s²'}",0
