ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V05723513,A330_4856,2024-06-15,8.2,"{'temp': '3.9°C', 'pressure': '975.5 hPa', 'vibrations': '0.23746541682000577 m/s²'}",0
V04840133,E170_4783,2024-06-15,5.5,"{'temp': '-6.3°C', 'pressure': '884.8 hPa', 'vibrations': '0.37060948425830575 m/s²'}",0
V02545410,B777_5812,2024-06-15,1.9,"{'temp': '6.1°C', 'pressure': '956.6 hPa', 'vibrations': '2.156589711706673 m/s²'}",0
V02576293,A321_0473,2024-06-15,6.8,"{'temp': '17.9°C', 'pressure': '933.2 hPa', 'vibrations': '4.565062466641396 m/s²'}",0
V06537215,A340_1384,2024-06-15,1.5,"{'temp': '-11.2°C', 'pressure': '962.9 hPa', 'vibrations': '3.9191445937925833 m/s²'}",0
V06948031,E170_2943,2024-06-15,7.5,"{'temp': '-7.8°C', 'pressure': '858.4 hPa', 'vibrations': '4.307109020920578 m/s²'}",0
V03075253,E170_6246,2024-06-15,6.2,"{'temp': '-21.0°C', 'pressure': '972.3 hPa', 'vibrations': '3.777106211274906 m/s²'}",1
V05993156,CRJ900_4821,2024-06-15,9.1,"{'temp': '-2.1°C', 'pressure': '933.3 hPa', 'vibrations': '3.6518834122674733 m/s²'}",0
V09803034,CRJ900_6738,2024-06-15,3.8,"{'temp': '13.0°C', 'pressure': '900.0 hPa', 'vibrations': '4.104741171715752 m/s²'}",0
V05413487,A330_5998,2024-06-15,5.0,"{'temp': '-6.2°C', 'pressure': '867.2 hPa', 'vibrations': '2.49831079106974 m/s²'}",0
